Zip_Code,CountyID,County_Name
98074,53033,King County
98033,53033,King County
98034,53033,King County
98034,53033,King County
98052,53033,King County
98074,53033,King County
98053,53033,King County
98074,53033,King County
98052,53033,King County
98053,53033,King County
98223,53061,Snohomish County
98271,53061,Snohomish County
98223,53061,Snohomish County
98271,53061,Snohomish County
98223,53061,Snohomish County
98270,53061,Snohomish County
99017,53075,Whitman County
99031,53063,Spokane County
99031,53063,Spokane County
99341,53001,Adams County
99169,53001,Adams County
99341,53001,Adams County
98632,53015,Cowlitz County
98632,53015,Cowlitz County
98632,53015,Cowlitz County
98632,53015,Cowlitz County
98632,53015,Cowlitz County
98632,53015,Cowlitz County
98632,53015,Cowlitz County
98632,53015,Cowlitz County
98632,53015,Cowlitz County
98632,53015,Cowlitz County
98632,53015,Cowlitz County
98632,53015,Cowlitz County
98632,53015,Cowlitz County
98632,53015,Cowlitz County
98632,53015,Cowlitz County
98632,53015,Cowlitz County
98632,53015,Cowlitz County
99148,53065,Stevens County
99148,53065,Stevens County
98261,53055,San Juan County
98261,53055,San Juan County
98221,53055,San Juan County
98261,53055,San Juan County
98014,53033,King County
98019,53033,King County
98019,53033,King County
98014,53033,King County
98014,53033,King County
98019,53033,King County
98014,53033,King County
98014,53033,King County
98014,53033,King County
98635,53039,Klickitat County
98635,53039,Klickitat County
98635,53039,Klickitat County
98635,53039,Klickitat County
98264,53073,Whatcom County
98264,53073,Whatcom County
98264,53073,Whatcom County
98264,53073,Whatcom County
98264,53073,Whatcom County
98264,53073,Whatcom County
98264,53073,Whatcom County
98264,53073,Whatcom County
98935,53077,Yakima County
98935,53077,Yakima County
98930,53077,Yakima County
98830,53017,Douglas County
98831,53007,Chelan County
98831,53007,Chelan County
98831,53007,Chelan County
98501,53067,Thurston County
98541,53045,Mason County
99173,53065,Stevens County
99173,53065,Stevens County
99173,53065,Stevens County
99173,53065,Stevens County
99173,53065,Stevens County
99173,53065,Stevens County
98270,53061,Snohomish County
98270,53061,Snohomish County
98270,53061,Snohomish County
98270,53061,Snohomish County
98270,53061,Snohomish County
98271,53061,Snohomish County
98270,53061,Snohomish County
98270,53061,Snohomish County
98271,53061,Snohomish County
98271,53061,Snohomish County
98270,53061,Snohomish County
98270,53061,Snohomish County
98271,53061,Snohomish County
98271,53061,Snohomish County
98271,53061,Snohomish County
98270,53061,Snohomish County
98270,53061,Snohomish County
98271,53061,Snohomish County
98271,53061,Snohomish County
98270,53061,Snohomish County
98271,53061,Snohomish County
98270,53061,Snohomish County
98270,53061,Snohomish County
98270,53061,Snohomish County
98270,53061,Snohomish County
98271,53061,Snohomish County
98270,53061,Snohomish County
98270,53061,Snohomish County
98557,53027,Grays Harbor County
99021,53063,Spokane County
99218,53063,Spokane County
99005,53063,Spokane County
99208,53063,Spokane County
99208,53063,Spokane County
99005,53063,Spokane County
99208,53063,Spokane County
99218,53063,Spokane County
99208,53063,Spokane County
99005,53063,Spokane County
99021,53063,Spokane County
99218,53063,Spokane County
99208,53063,Spokane County
99208,53063,Spokane County
99021,53063,Spokane County
99218,53063,Spokane County
99021,53063,Spokane County
99022,53063,Spokane County
99022,53063,Spokane County
99022,53063,Spokane County
99022,53063,Spokane County
99011,53063,Spokane County
98040,53033,King County
98040,53033,King County
98040,53033,King County
98040,53033,King County
98040,53033,King County
98040,53033,King County
98226,53073,Whatcom County
98264,53073,Whatcom County
98226,53073,Whatcom County
98226,53073,Whatcom County
98247,53073,Whatcom County
98225,53073,Whatcom County
98862,53047,Okanogan County
98856,53047,Okanogan County
98862,53047,Okanogan County
98862,53047,Okanogan County
98605,53059,Skamania County
98605,53059,Skamania County
98272,53061,Snohomish County
98296,53061,Snohomish County
98272,53061,Snohomish County
