NAME,STREET,CITY,STATE,ZIP,NMCNTY,LAT,LON,NMCBSA,NMCSA
Northshore Middle School,12101 NE 160 ST,Bothell,WA,98011,King County,47.742933,-122.179809,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma, WA"
Secondary Academy for Success,22107 23rd Dr SE,Bothell,WA,98021,Snohomish County,47.798068,-122.20034,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma, WA"
Shelton View Elementary,23400 5 AV W,Bothell,WA,98021,Snohomish County,47.785694,-122.239491,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma, WA"
Wellington Elementary,16501 NE 195 ST,Woodinville,WA,98072,King County,47.768049,-122.120191,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma, WA"
Westhill Elementary,19515 88 AV NE,Bothell,WA,98011,King County,47.770378,-122.224305,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma, WA"
Woodin Elementary,12950 NE 195 ST,Bothell,WA,98011,King County,47.76849,-122.167684,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma, WA"
Kokanee Elementary,23710 57 AV SE,Woodinville,WA,98072,Snohomish County,47.781743,-122.159342,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma, WA"
Hollywood Hill Elementary,17110 148 AV NE,Woodinville,WA,98072,King County,47.751797,-122.139624,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma, WA"
Sunrise Elementary,14075 172 AV NE,Redmond,WA,98052,King County,47.727338,-122.108367,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma, WA"
Woodinville HS,19819 136 NE,Woodinville,WA,98072,King County,47.771243,-122.161919,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma, WA"
Bear Creek Elementary,18101 Avondale RD NE,Woodinville,WA,98077,King County,47.759768,-122.080807,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma, WA"
Fernwood Elementary,3933 Jewell RD,Bothell,WA,98012,Snohomish County,47.819799,-122.178965,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma, WA"
Frank Love Elementary,303 224 ST SW,Bothell,WA,98021,Snohomish County,47.795975,-122.236273,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma, WA"
Woodmoor Elementary,12225 NE 160,Bothell,WA,98011,King County,47.741343,-122.176418,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma, WA"
East Ridge Elementary,22150 NE 156 PL,Woodinville,WA,98077,King County,47.741162,-122.04293,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma, WA"
Timbercrest Middle School,19115 215 WY NE,Woodinville,WA,98077,King County,47.76619,-122.051834,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma, WA"
Northshore Networks,3330 Monte Villa Parkway,Bothell,WA,98021,Snohomish County,47.777019,-122.189997,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma, WA"
Northshore Special Services,3330 Monte Villa Parkway,Bothell,WA,98021,Snohomish County,47.776942,-122.189859,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma, WA"
Woodinville Community Center,12225 NE 160,Bothell,WA,98011,King County,47.741356,-122.17643,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma, WA"
Northshore Online School,3330 Monte Villa Parkway,Bothell,WA,98021,Snohomish County,47.776961,-122.189936,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma, WA"
Northshore Primary Center,3301 Monte Villa Parkway #200,Bothell,WA,98021,Snohomish County,47.77821,-122.190561,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma, WA"
North Creek High School,3613 191st PL SE,Bothell,WA,98012,Snohomish County,47.82446,-122.182429,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma, WA"
Broadview Elementary,473 SW Fairhaven Dr.,Oak Harbor,WA,98277,Island County,48.294712,-122.666815,"Oak Harbor, WA","Seattle-Tacoma, WA"
Crescent Harbor Elem,330 E. Crescent Harbor Rd.,Oak Harbor,WA,98277,Island County,48.306581,-122.597066,"Oak Harbor, WA","Seattle-Tacoma, WA"
North Whidbey Middle School,67 NE Izett St.,Oak Harbor,WA,98277,Island County,48.299311,-122.647879,"Oak Harbor, WA","Seattle-Tacoma, WA"
Oak Harbor Elementary,151 SE Midway Blvd.,Oak Harbor,WA,98277,Island County,48.297027,-122.643994,"Oak Harbor, WA","Seattle-Tacoma, WA"
Oak Harbor High School,950 NW 2nd Ave.,Oak Harbor,WA,98277,Island County,48.301697,-122.668263,"Oak Harbor, WA","Seattle-Tacoma, WA"
Oak Harbor Intermediate School,150 SW Sixth Ave.,Oak Harbor,WA,98277,Island County,48.294132,-122.659908,"Oak Harbor, WA","Seattle-Tacoma, WA"
Olympic View Elem,380 NE Regatta Dr.,Oak Harbor,WA,98277,Island County,48.300972,-122.633489,"Oak Harbor, WA","Seattle-Tacoma, WA"
Special Education,350 S. Oak Harbor St.,Oak Harbor,WA,98277,Island County,48.295782,-122.656914,"Oak Harbor, WA","Seattle-Tacoma, WA"
Hillcrest Elementary,1500 NW 2nd Ave.,Oak Harbor,WA,98277,Island County,48.301413,-122.676162,"Oak Harbor, WA","Seattle-Tacoma, WA"
Homeconnection,350 S. Oak Harbor St.,Oak Harbor,WA,98277,Island County,48.295808,-122.656896,"Oak Harbor, WA","Seattle-Tacoma, WA"
iGrad Academy,#1 Wildcat Way,Oak Harbor,WA,98277,Island County,48.30213,-122.670451,"Oak Harbor, WA","Seattle-Tacoma, WA"
Oakesdale Elementary School,First & McCoy Streets,Oakesdale,WA,99158,Whitman County,47.126683,-117.243781,"Pullman, WA","Pullman-Moscow, WA-ID"
Oakesdale High School,First & McCoy Streets,Oakesdale,WA,99158,Whitman County,47.126744,-117.243812,"Pullman, WA","Pullman-Moscow, WA-ID"
Oakville High School,103 SCHOOL ST,OAKVILLE,WA,98568,Grays Harbor County,46.841304,-123.240707,"Aberdeen, WA",N
Oakville Elementary,103 SCHOOL ST,OAKVILLE,WA,98568,Grays Harbor County,46.841324,-123.240785,"Aberdeen, WA",N
Hilltop School,314 Brumbach St NE,Ilwaco,WA,98624,Pacific County,46.311123,-124.03834,N,N
Long Beach Elementary School,400 Washington Ave S,Long Beach,WA,98631,Pacific County,46.34916,-124.05175,N,N
Ilwaco High School,404 School Rd,Ilwaco,WA,98624,Pacific County,46.313809,-124.040127,N,N
Ocean Park Elementary,25701 Vernon Ave,OCEAN PARK,WA,98640,Pacific County,46.488521,-124.05057,N,N
Ocean Beach Early Childhood Center,305 Fifth Street SE,Long Beach,WA,98631,Pacific County,46.349299,-124.051965,N,N
Ocean Beach Alternative School,152 1st Ave N,Ilwaco,WA,98624,Pacific County,46.313408,-124.042531,N,N
Ocosta Elementary School,2580 Montesano Street South,Westport,WA,98595,Grays Harbor County,46.864342,-124.100841,"Aberdeen, WA",N
Ocosta Junior - Senior High,2580 Montesano Street South,Westport,WA,98595,Grays Harbor County,46.862165,-124.099804,"Aberdeen, WA",N
P C Jantz Elementary,311 SOUTH FIRST STREET,ODESSA,WA,99159,Lincoln County,47.330836,-118.688587,N,N
Odessa High School,311 SOUTH FIRST STREET,ODESSA,WA,99159,Lincoln County,47.330677,-118.688612,N,N
Grainger Elementary,1118 5th Street S,Okanogan,WA,98840,Okanogan County,48.358895,-119.592715,N,N
Okanogan High School,244 South 5th Street,Okanogan,WA,98840,Okanogan County,48.364959,-119.58528,N,N
Okanogan Co Juvenile Detention,227 N 4TH,OKANOGAN,WA,98840,Okanogan County,48.365867,-119.581698,N,N
Okanogan Alternative High School,126 S Main Street,Okanogan,WA,98840,Okanogan County,48.366412,-119.581694,N,N
Okanogan Middle School,244 South 5th Street,Okanogan,WA,98840,Okanogan County,48.364964,-119.58531,N,N
Okanogan Outreach Alternative School,119 N 2nd,Okanogan,WA,98840,Okanogan County,48.364224,-119.580616,N,N
Boston Harbor Elementary,7300 ZANGLE RD NE,OLYMPIA,WA,98506,Thurston County,47.134849,-122.885197,"Olympia-Tumwater, WA","Seattle-Tacoma, WA"
Capital High School,2707 CONGER AVE NW,OLYMPIA,WA,98502,Thurston County,47.050554,-122.935528,"Olympia-Tumwater, WA","Seattle-Tacoma, WA"
Garfield Elementary School,325 PLYMOUTH ST NW,OLYMPIA,WA,98502,Thurston County,47.048151,-122.920133,"Olympia-Tumwater, WA","Seattle-Tacoma, WA"
Jefferson Middle School,2200 CONGER AVE NW,OLYMPIA,WA,98502,Thurston County,47.052302,-122.928329,"Olympia-Tumwater, WA","Seattle-Tacoma, WA"
Leland P Brown Elementary,2000 26TH AVE NW,OLYMPIA,WA,98502,Thurston County,47.071139,-122.926913,"Olympia-Tumwater, WA","Seattle-Tacoma, WA"
Madison Elementary School,1225 LEGION WAY SE,OLYMPIA,WA,98501,Thurston County,47.043814,-122.886116,"Olympia-Tumwater, WA","Seattle-Tacoma, WA"
McLane Elementary School,200 DELPHI RD SW,OLYMPIA,WA,98502,Thurston County,47.043613,-122.978991,"Olympia-Tumwater, WA","Seattle-Tacoma, WA"
Pioneer Elementary School,1655 CARLYON AVE SE,OLYMPIA,WA,98501,Thurston County,47.019149,-122.879061,"Olympia-Tumwater, WA","Seattle-Tacoma, WA"
Roosevelt Elementary School,1417 SAN FRANCISCO AVE NE,OLYMPIA,WA,98506,Thurston County,47.056532,-122.885255,"Olympia-Tumwater, WA","Seattle-Tacoma, WA"
Washington Middle School,3100 CAIN RD SE,OLYMPIA,WA,98501,Thurston County,47.020703,-122.868492,"Olympia-Tumwater, WA","Seattle-Tacoma, WA"
Reeves Middle School,2200 QUINCE ST NE,OLYMPIA,WA,98506,Thurston County,47.064325,-122.891208,"Olympia-Tumwater, WA","Seattle-Tacoma, WA"
Olympia High School,1302 NORTH ST SE,OLYMPIA,WA,98501,Thurston County,47.018155,-122.884717,"Olympia-Tumwater, WA","Seattle-Tacoma, WA"
McKenny Elementary,3250 MORSE MERRYMAN RD SE,OLYMPIA,WA,98501,Thurston County,47.018933,-122.856182,"Olympia-Tumwater, WA","Seattle-Tacoma, WA"
Lincoln Elementary School,213 21ST AVE SE,OLYMPIA,WA,98501,Thurston County,47.029862,-122.899074,"Olympia-Tumwater, WA","Seattle-Tacoma, WA"
Julia Butler Hansen Elementary,1919 ROAD SIXTY FIVE NW,OLYMPIA,WA,98502,Thurston County,47.062062,-122.95399,"Olympia-Tumwater, WA","Seattle-Tacoma, WA"
Thurgood Marshall Middle School,3939 20TH AVE NW,OLYMPIA,WA,98502,Thurston County,47.062373,-122.950769,"Olympia-Tumwater, WA","Seattle-Tacoma, WA"
Centennial Elementary Olympia,2637 45TH AVE SE,OLYMPIA,WA,98501,Thurston County,47.00492,-122.862271,"Olympia-Tumwater, WA","Seattle-Tacoma, WA"
Avanti High School,1113 LEGION WAY SE,OLYMPIA,WA,98501,Thurston County,47.043487,-122.887479,"Olympia-Tumwater, WA","Seattle-Tacoma, WA"
Olympia Regional Learning Academy,2400 15th Ave SE,Olympia,WA,98501,Thurston County,47.037169,-122.867826,"Olympia-Tumwater, WA","Seattle-Tacoma, WA"
Olympia Regional Learning Academy - Montessori School,2400 15th Ave SE,Olympia,WA,98501,Thurston County,47.037169,-122.867826,"Olympia-Tumwater, WA","Seattle-Tacoma, WA"
Touchstone,2010 N Puget St,Olympia,WA,98506,Thurston County,47.062304,-122.886682,"Olympia-Tumwater, WA","Seattle-Tacoma, WA"
E Omak Elementary,715 OMAK AVE,OMAK,WA,98841,Okanogan County,48.406032,-119.515699,N,N
N Omak Elementary,615 OAK STREET,OMAK,WA,98841,Okanogan County,48.418058,-119.517636,N,N
Omak High School,20 SOUTH CEDAR,OMAK,WA,98841,Okanogan County,48.409678,-119.534038,N,N
Omak Middle School,14 S CEDAR,OMAK,WA,98841,Okanogan County,48.409623,-119.534038,N,N
Highlands High School,600 W 6TH AVE,OMAK,WA,98841,Okanogan County,48.402746,-119.538667,N,N
Washington Virtual Academy Omak Elementary,619 West Bartlett Ave,Omak,WA,98841,Okanogan County,48.409418,-119.534281,N,N
Washington Virtual Academy Omak High School,619 West Bartlett Ave.,Omak,WA,98841,Okanogan County,48.409405,-119.534304,N,N
Washington Virtual Academy Omak Middle School,619 West Bartlett Ave.,Omak,WA,98841,Okanogan County,48.409402,-119.53431,N,N
Onalaska Elementary School,540 Carlisle Ave.,Onalaska,WA,98570,Lewis County,46.581713,-122.71863,"Centralia, WA","Seattle-Tacoma, WA"
Onalaska High School,540 Carlisle Ave.,Onalaska,WA,98570,Lewis County,46.581816,-122.720595,"Centralia, WA","Seattle-Tacoma, WA"
Onalaska Middle School,280 5th Street W,Onalaska,WA,98570,Lewis County,46.581725,-122.718616,"Centralia, WA","Seattle-Tacoma, WA"
CVA - Onalaska,540 Carlisle Ave.,Onalaska,WA,98570,Lewis County,46.58211,-122.717071,"Centralia, WA","Seattle-Tacoma, WA"
Onion Creek Elementary,2006 Lotze Creek Rd,Colville,WA,99114,Stevens County,48.783468,-117.809364,"Spokane-Spokane Valley, WA","Spokane-Spokane Valley-Coeur d'Alene, WA-ID"
Orcas Island Elementary School,611 SCHOOL RD,EASTSOUND,WA,98245,San Juan County,48.698921,-122.902724,N,N
Orcas Island High School,715 SCHOOL RD,EASTSOUND,WA,98245,San Juan County,48.699273,-122.901935,N,N
Waldron Island School,1 SCHOOL ROAD,WALDRON ISLAND,WA,98297,San Juan County,48.70774,-123.03083,N,N
Orcas Island Middle School,715 SCHOOL RD,EASTSOUND,WA,98245,San Juan County,48.699273,-122.90198,N,N
OASIS K-12,557 SCHOOL RD,EASTSOUND,WA,98245,San Juan County,48.698988,-122.903569,N,N
Orchard Prairie Elementary,7626 N. Orchard Prairie Rd.,Spokane,WA,99217,Spokane County,47.727678,-117.314054,"Spokane-Spokane Valley, WA","Spokane-Spokane Valley-Coeur d'Alene, WA-ID"
Orient Elem,374 4th Avenue,ORIENT,WA,99160,Ferry County,48.86806,-118.204818,N,N
Columbia Virtual Academy-Orient,374 4th Avenue,Orient,WA,99160,Ferry County,48.86806,-118.204818,N,N
Orondo Elementary and Middle School,100 ORONDO SCHOOL ROAD,ORONDO,WA,98843,Douglas County,47.640996,-120.21649,"Wenatchee, WA",N
Oroville Elementary,808 Main,Oroville,WA,98844,Okanogan County,48.93256,-119.437377,N,N
Oroville Middle-High School,1016 Ironwood,Oroville,WA,98844,Okanogan County,48.934506,-119.439023,N,N
Orting Primary School,316 Washington Avenue North,Orting,WA,98360,Pierce County,47.100549,-122.207756,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma, WA"
Orting High School,320 Washington Avenue North,Orting,WA,98360,Pierce County,47.102235,-122.209547,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma, WA"
Orting Middle School,111 Whitehawk Blvd NW,Orting,WA,98360,Pierce County,47.100761,-122.206725,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma, WA"
Ptarmigan Ridge Elementary School,805 Old Pioneer Way NW,Orting,WA,98360,Pierce County,47.104466,-122.218798,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma, WA"
Orting Special Education,316 Washington Ave N,Orting,WA,98360,Pierce County,47.100366,-122.207582,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma, WA"
Hiawatha Elementary School,506 N 7th Ave,Othello,WA,99344,Adams County,46.831646,-119.16422,"Othello, WA","Moses Lake-Othello, WA"
Lutacaga Elementary,795 S 7th Ave,Othello,WA,99344,Adams County,46.817834,-119.16413,"Othello, WA","Moses Lake-Othello, WA"
McFarland Middle School,790 S 10th Ave,Othello,WA,99344,Adams County,46.817879,-119.159727,"Othello, WA","Moses Lake-Othello, WA"
Othello High School,340 S 7th Ave,Othello,WA,99344,Adams County,46.82313,-119.166056,"Othello, WA","Moses Lake-Othello, WA"
Scootney Springs Elementary,695 S 14th Ave,Othello,WA,99344,Adams County,46.819389,-119.153662,"Othello, WA","Moses Lake-Othello, WA"
Wahitis Elementary School,905 South 14th Avenue,Othello,WA,99344,Adams County,46.816416,-119.152626,"Othello, WA","Moses Lake-Othello, WA"
Desert Oasis High School,825 E. Ash St.,Othello,WA,99344,Adams County,46.819344,-119.162966,"Othello, WA","Moses Lake-Othello, WA"
Palisades Elementary School,1114 Palisades Rd,Palisades,WA,98845,Douglas County,47.416414,-119.915739,"Wenatchee, WA",N
Palouse High School,600 E Alder Street,Palouse,WA,99161,Whitman County,46.912588,-117.070953,"Pullman, WA","Pullman-Moscow, WA-ID"
Palouse Elementary,600 E Alder Street,Palouse,WA,99161,Whitman County,46.912585,-117.070935,"Pullman, WA","Pullman-Moscow, WA-ID"
Palouse at Garfield Middle School,600 E Alder Street,Palouse,WA,99161,Whitman County,46.91259,-117.070936,"Pullman, WA","Pullman-Moscow, WA-ID"
Edwin Markham Elementary,4031 ELM ROAD,PASCO,WA,99301,Franklin County,46.430062,-119.197931,"Kennewick-Richland, WA",N
Emerson Elementary,1616 W OCTAVE ST,PASCO,WA,99301,Franklin County,46.237712,-119.111064,"Kennewick-Richland, WA",N
Longfellow Elementary,301 NORTH 10TH AVENUE,PASCO,WA,99301,Franklin County,46.230966,-119.10189,"Kennewick-Richland, WA",N
Mark Twain Elementary,1801 N ROAD 40,PASCO,WA,99301,Franklin County,46.24428,-119.142373,"Kennewick-Richland, WA",N
Mcloughlin Middle School,2803 N ROAD 88,PASCO,WA,99301,Franklin County,46.254136,-119.205129,"Kennewick-Richland, WA",N
New Horizons High School,2020 W ARGENT RD,PASCO,WA,99301,Franklin County,46.25438,-119.11809,"Kennewick-Richland, WA",N
Pasco Senior High School,1108 N 10TH AVENUE,PASCO,WA,99301,Franklin County,46.238895,-119.103482,"Kennewick-Richland, WA",N
Robert Frost Elementary,1915 NORTH 22ND AVENUE,PASCO,WA,99301,Franklin County,46.247087,-119.118774,"Kennewick-Richland, WA",N
Ruth Livingston Elementary,2515 ROAD 84,PASCO,WA,99301,Franklin County,46.251561,-119.199537,"Kennewick-Richland, WA",N
Stevens Middle School,1120 N 22ND AVENUE,PASCO,WA,99301,Franklin County,46.23896,-119.120842,"Kennewick-Richland, WA",N
James McGee Elementary,4601 N HORIZON DRIVE,PASCO,WA,99301,Franklin County,46.268335,-119.142072,"Kennewick-Richland, WA",N
Whittier Elementary,616 N WEHE AVENUE,PASCO,WA,99301,Franklin County,46.239681,-119.07659,"Kennewick-Richland, WA",N
Rowena Chess Elementary,715 N 24TH AVE,PASCO,WA,99301,Franklin County,46.23564,-119.121704,"Kennewick-Richland, WA",N
Ellen Ochoa Middle School,1801 E SHEPPARD ST,PASCO,WA,99301,Franklin County,46.245484,-119.072889,"Kennewick-Richland, WA",N
Maya Angelou Elementary,6001 ROAD 84,Pasco,WA,99301,Franklin County,46.281792,-119.19952,"Kennewick-Richland, WA",N
Virgie Robinson Elementary,125 S. Wehe Ave,Pasco,WA,99301,Franklin County,46.232797,-119.075188,"Kennewick-Richland, WA",N
Pasco Early Childhood,1215 W Lewis,Pasco,WA,99301,Franklin County,46.228209,-119.103133,"Kennewick-Richland, WA",N
Chiawana High School,8125 W Argent Rd,Pasco,WA,99301,Franklin County,46.257593,-119.197522,"Kennewick-Richland, WA",N
Rosalind Franklin STEM Elementary,6010 Road 52,Pasco,WA,99301,Franklin County,46.282895,-119.159564,"Kennewick-Richland, WA",N
Barbara McClintock STEM Elementary,5706 Road 60,Pasco,WA,99301,Franklin County,46.279341,-119.169649,"Kennewick-Richland, WA",N
Marie Curie STEM Elementary,715 N California,Pasco,WA,99301,Franklin County,46.240559,-119.079627,"Kennewick-Richland, WA",N
Internet Pasco Academy of Learning,2803 N Road 88,Pasco,WA,99301,Franklin County,46.25451,-119.204871,"Kennewick-Richland, WA",N
Captain Gray STEM Elementary,1102 N 10th Ave,Pasco,WA,99301,Franklin County,46.23947,-119.104891,"Kennewick-Richland, WA",N
Pasco Early Learning Center,1315 N 7th Ave,Pasco,WA,99301,Franklin County,46.23978,-119.098531,"Kennewick-Richland, WA",N
Pateros Elementary,344 W BEACH ST.,PATEROS,WA,98846,Okanogan County,48.052009,-119.906549,N,N
Pateros High School,344 W BEACH ST,PATEROS,WA,98846,Okanogan County,48.051988,-119.906469,N,N
Paterson Elementary School,51409 W. Prior Rd.,Paterson,WA,99345,Benton County,45.93864,-119.609076,"Kennewick-Richland, WA",N
Pe Ell School,519 N. 2nd Street,Pe Ell,WA,98572,Lewis County,46.574836,-123.299081,"Centralia, WA","Seattle-Tacoma, WA"
Trojan Alternative School,519 N. 2nd Street,Pe Ell,WA,98572,Lewis County,46.5749,-123.299092,"Centralia, WA","Seattle-Tacoma, WA"
Artondale Elementary School,6219 40th Street NW,Gig Harbor,WA,98335,Pierce County,47.294547,-122.621437,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma, WA"
Discovery Elementary School,4905 Rosedale St NW,Gig Harbor,WA,98335,Pierce County,47.331408,-122.603771,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma, WA"
Evergreen Elementary,1820 Key Peninsula Hwy KPS,Lakebay,WA,98349,Pierce County,47.240744,-122.771433,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma, WA"
Goodman Middle School,3701 38th Ave NW,Gig Harbor,WA,98335,Pierce County,47.291649,-122.591653,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma, WA"
Harbor Heights Elementary School,4002 36th St NW,Gig Harbor,WA,98335,Pierce County,47.292494,-122.593577,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma, WA"
Peninsula High School,14105 Purdy Dr NW,Gig Harbor,WA,98332,Pierce County,47.386866,-122.623266,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma, WA"
Purdy Elementary School,13815 62nd Ave NW,Gig Harbor,WA,98332,Pierce County,47.384057,-122.620094,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma, WA"
Vaughn Elementary School,17521 Hall Road KPN,Vaughn,WA,98394,Pierce County,47.34493,-122.770199,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma, WA"
Gig Harbor High,5101 Rosedale St NW,Gig Harbor,WA,98335,Pierce County,47.331205,-122.605587,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma, WA"
Kopachuck Middle School,10414 56th St NW,Gig Harbor,WA,98335,Pierce County,47.305489,-122.678181,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma, WA"
Key Peninsula Middle School,5510 Key Peninsula Hwy N,Lakebay,WA,98349,Pierce County,47.307461,-122.758491,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma, WA"
Minter Creek Elementary,12617 118th Ave NW,Gig Harbor,WA,98329,Pierce County,47.372518,-122.692836,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma, WA"
Voyager Elementary,5615 Kopachuck Dr NW,Gig Harbor,WA,98335,Pierce County,47.30924,-122.678184,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma, WA"
Harbor Ridge Middle School,9010 Prentice Ave,Gig Harbor,WA,98332,Pierce County,47.340882,-122.592931,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma, WA"
Henderson Bay Alt High School,8402 Skansie Ave,Gig Harbor,WA,98332,Pierce County,47.333155,-122.603364,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma, WA"
