NAME,CITY,STATE,ZIP,CNTY,NMCNTY,CD,SLDL,SLDU,SCHOOLYEAR
McCarver,Tacoma,WA,98405,53053,Pierce County,5306,53027,53027,2017-2018
Meeker,Tacoma,WA,98422,53053,Pierce County,5309,53027,53027,2017-2018
Mt Tahoma,Tacoma,WA,98409,53053,Pierce County,5306,53029,53029,2017-2018
Northeast Tacoma,Tacoma,WA,98422,53053,Pierce County,5309,53027,53027,2017-2018
Point Defiance,Tacoma,WA,98407,53053,Pierce County,5306,53027,53027,2017-2018
Reed,Tacoma,WA,98418,53053,Pierce County,5306,53027,53027,2017-2018
Blix Elementary,Tacoma,WA,98404,53053,Pierce County,5310,53027,53027,2017-2018
Roosevelt,Tacoma,WA,98404,53053,Pierce County,5310,53027,53027,2017-2018
Sheridan,Tacoma,WA,98404,53053,Pierce County,5310,53027,53027,2017-2018
Sherman,Tacoma,WA,98407,53053,Pierce County,5306,53027,53027,2017-2018
Stadium,Tacoma,WA,98403,53053,Pierce County,5306,53027,53027,2017-2018
Stewart,Tacoma,WA,98465,53053,Pierce County,5306,53028,53028,2017-2018
Skyline,Tacoma,WA,98406,53053,Pierce County,5306,53027,53027,2017-2018
Truman,Tacoma,WA,98407,53053,Pierce County,5306,53027,53027,2017-2018
Wainwright,Tacoma,WA,98466,53053,Pierce County,5310,53028,53028,2017-2018
Washington Elementary,Tacoma,WA,98407,53053,Pierce County,5306,53027,53027,2017-2018
Whitman,Tacoma,WA,98408,53053,Pierce County,5306,53027,53027,2017-2018
Whittier,Tacoma,WA,98466,53053,Pierce County,5310,53028,53028,2017-2018
Wilson,Tacoma,WA,98406,53053,Pierce County,5306,53027,53027,2017-2018
Oakland High School,Tacoma,WA,98409,53053,Pierce County,5306,53029,53029,2017-2018
Remann Hall Juvenile Detention Center,Tacoma,WA,98406,53053,Pierce County,5306,53027,53027,2017-2018
Stanley,Tacoma,WA,98405,53053,Pierce County,5306,53027,53027,2017-2018
Pearl Street Center,Tacoma,WA,98465,53053,Pierce County,5306,53028,53028,2017-2018
Comm Based Trans Program,Tacoma,WA,98405,53053,Pierce County,5306,53027,53027,2017-2018
Crescent Heights,Tacoma,WA,98422,53053,Pierce County,5309,53027,53027,2017-2018
TCC Fresh Start,Tacoma,WA,98405,53053,Pierce County,5306,53027,53027,2017-2018
Tacoma School of the Arts,Tacoma,WA,98402,53053,Pierce County,5306,53027,53027,2017-2018
Madison Headstart,Tacoma,WA,98409,53053,Pierce County,5306,53029,53029,2017-2018
Alternative Spcl Needs Div Occ,TACOMA,WA,98405,53053,Pierce County,5306,53027,53027,2017-2018
Helen B. Stafford Elementary,Tacoma,WA,98444,53053,Pierce County,5306,53029,53029,2017-2018
Day Reporting School,Tacoma,WA,98406,53053,Pierce County,5306,53027,53027,2017-2018
Angelo Giaudrone Middle School,Tacoma,WA,98408,53053,Pierce County,5306,53027,53027,2017-2018
Special Services,Tacoma,WA,98405,53053,Pierce County,5306,53027,53027,2017-2018
Science and Math Institute,Tacoma,WA,98407,53053,Pierce County,5306,53027,53027,2017-2018
Tacoma Business Academy,Tacoma,WA,98405,53053,Pierce County,5306,53027,53027,2017-2018
First Creek Middle School,Tacoma,WA,98404,53053,Pierce County,5310,53027,53027,2017-2018
Tacoma Pierce County Education Center,Tacoma,WA,98402,53053,Pierce County,5306,53027,53027,2017-2018
Fresh Start,Tacoma,WA,98405,53053,Pierce County,5306,53027,53027,2017-2018
Industrial Design Engineering and Art,Tacoma,WA,98444,53053,Pierce County,5306,53029,53029,2017-2018
Hoyt Early Learning Center,Tacoma,WA,98407,53053,Pierce County,5306,53027,53027,2017-2018
Taholah High School,TAHOLAH,WA,98587,53027,Grays Harbor County,5306,53024,53024,2017-2018
Taholah Elementary & Middle School,Taholah,WA,98587,53027,Grays Harbor County,5306,53024,53024,2017-2018
Rock Creek Elementary,Maple Valley,WA,98038,53033,King County,5308,53005,53005,2017-2018
Glacier Park Elementary,Maple Valley,WA,98038,53033,King County,5308,53005,53005,2017-2018
Maple View Middle School,Covington,WA,98042,53033,King County,5308,53005,53005,2017-2018
Lake Wilderness Elementary,Maple Valley,WA,98038,53033,King County,5308,53005,53005,2017-2018
Shadow Lake Elementary,Maple Valley,WA,98038,53033,King County,5308,53005,53005,2017-2018
Tahoma Senior High School,Maple Valley,WA,98038,53033,King County,5308,53005,53005,2017-2018
Tahoma Jr High,Ravensdale,WA,98051,53033,King County,5308,53005,53005,2017-2018
Summit Trail Middle School,Ravensdale,WA,98051,53033,King County,5308,53005,53005,2017-2018
Tahoma Elementary,Maple Valley,WA,98038,53033,King County,5308,53005,53005,2017-2018
Cedar River Elementary,Maple Valley,WA,98038,53033,King County,5308,53005,53005,2017-2018
Tekoa Elementary School,TEKOA,WA,99033,53075,Whitman County,5305,53009,53009,2017-2018
Tekoa High School,TEKOA,WA,99033,53075,Whitman County,5305,53009,53009,2017-2018
Tenino High School,Tenino,WA,98589,53067,Thurston County,5310,53020,53020,2017-2018
Tenino Middle School,Tenino,WA,98589,53067,Thurston County,5310,53020,53020,2017-2018
Parkside Elementary,Tenino,WA,98589,53067,Thurston County,5310,53020,53020,2017-2018
Tenino Elementary School,Tenino,WA,98589,53067,Thurston County,5310,53020,53020,2017-2018
Thorp Elem & Jr Sr High,THORP,WA,98946,53037,Kittitas County,5308,53013,53013,2017-2018
Toledo Elementary School,Toledo,WA,98591,53041,Lewis County,5303,53020,53020,2017-2018
Toledo High School,Toledo,WA,98591,53041,Lewis County,5303,53020,53020,2017-2018
Toledo Middle School,Toledo,WA,98591,53041,Lewis County,5303,53020,53020,2017-2018
Cowlitz Prairie Academy,Toledo,WA,98591,53041,Lewis County,5303,53020,53020,2017-2018
Tonasket Elementary School,TONASKET,WA,98855,53047,Okanogan County,5304,53007,53007,2017-2018
Tonasket High School,TONASKET,WA,98855,53047,Okanogan County,5304,53007,53007,2017-2018
Tonasket Middle School,TONASKET,WA,98855,53047,Okanogan County,5304,53007,53007,2017-2018
Garfield Elementary School,TOPPENISH,WA,98948,53077,Yakima County,5304,53015,53015,2017-2018
Lincoln Elementary School,TOPPENISH,WA,98948,53077,Yakima County,5304,53015,53015,2017-2018
Toppenish High School,TOPPENISH,WA,98948,53077,Yakima County,5304,53015,53015,2017-2018
Toppenish Middle School,TOPPENISH,WA,98948,53077,Yakima County,5304,53015,53015,2017-2018
Kirkwood Elementary School,TOPPENISH,WA,98948,53077,Yakima County,5304,53015,53015,2017-2018
Computer Academy Toppenish High School,TOPPENISH,WA,98948,53077,Yakima County,5304,53015,53015,2017-2018
Toppenish Pre School,TOPPENISH,WA,98948,53077,Yakima County,5304,53015,53015,2017-2018
Valley View Elementary,TOPPENISH,WA,98948,53077,Yakima County,5304,53015,53015,2017-2018
NW Allprep,Vancouver,WA,98684,53011,Clark County,5303,53017,53017,2017-2018
Touchet Elem & High School,TOUCHET,WA,99360,53071,Walla Walla County,5304,53016,53016,2017-2018
Toutle Lake High School,Toutle,WA,98649,53015,Cowlitz County,5303,53020,53020,2017-2018
Toutle Lake Elementary,Toutle,WA,98649,53015,Cowlitz County,5303,53020,53020,2017-2018
Trout Lake School,Trout Lake,WA,98650,53039,Klickitat County,5303,53014,53014,2017-2018
Trout Lake Elementary,Trout Lake,WA,98650,53039,Klickitat County,5303,53014,53014,2017-2018
Littlerock Elementary School,Olympia,WA,98512,53067,Thurston County,5310,53035,53035,2017-2018
Michael T Simmons Elementary,Tumwater,WA,98512,53067,Thurston County,5310,53022,53022,2017-2018
Peter G Schmidt Elementary,Tumwater,WA,98501,53067,Thurston County,5310,53022,53022,2017-2018
Tumwater High School,Tumwater,WA,98501,53067,Thurston County,5310,53022,53022,2017-2018
Tumwater Middle School,Tumwater,WA,98512,53067,Thurston County,5310,53022,53022,2017-2018
George Washington Bush Middle Sch,Tumwater,WA,98512,53067,Thurston County,5310,53022,53022,2017-2018
Black Lake Elementary,Olympia,WA,98512,53067,Thurston County,5310,53022,53022,2017-2018
New Market Skills Center,Tumwater,WA,98501,53067,Thurston County,5310,53022,53022,2017-2018
East Olympia Elementary,Olympia,WA,98501,53067,Thurston County,5310,53020,53020,2017-2018
Thurs Co Juv Det/Tumwater West E,Tumwater,WA,98512,53067,Thurston County,5310,53022,53022,2017-2018
Tumwater Hill Elementary,Tumwater,WA,98512,53067,Thurston County,5310,53022,53022,2017-2018
A G West Black Hills High School,Tumwater,WA,98512,53067,Thurston County,5310,53022,53022,2017-2018
Secondary Options,Olympia,WA,98512,53067,Thurston County,5310,53022,53022,2017-2018
New Market High School,Tumwater,WA,98501,53067,Thurston County,5310,53022,53022,2017-2018
Union Gap School,Union Gap,WA,98903,53077,Yakima County,5304,53015,53015,2017-2018
Evergreen Primary,UNIVERSITY PLACE,WA,98466,53053,Pierce County,5310,53028,53028,2017-2018
Curtis Junior High,UNIVERSITY PLACE,WA,98466,53053,Pierce County,5310,53028,53028,2017-2018
Curtis Senior High,UNIVERSITY PLACE,WA,98466,53053,Pierce County,5310,53028,53028,2017-2018
Narrows View Intermediate,UNIVERSITY PLA,WA,98466,53053,Pierce County,5310,53028,53028,2017-2018
Sunset Primary,UNIVERSITY PLACE,WA,98466,53053,Pierce County,5310,53028,53028,2017-2018
Chambers Elementary,UNIVERSITY PLA,WA,98467,53053,Pierce County,5310,53028,53028,2017-2018
University Place Primary,UNIVERSITY PLA,WA,98466,53053,Pierce County,5310,53028,53028,2017-2018
Drum Intermediate,UNIVERSITY PLA,WA,98467,53053,Pierce County,5310,53028,53028,2017-2018
University Place Special Educ,UNIVERSITY PLA,WA,98466,53053,Pierce County,5310,53028,53028,2017-2018
CHS Drop-Out Reengagement Program,University Place,WA,98466,53053,Pierce County,5310,53028,53028,2017-2018
Valley School,Valley,WA,99181,53065,Stevens County,5305,53007,53007,2017-2018
Columbia Virtual Academy,Valley,WA,99181,53065,Stevens County,5305,53007,53007,2017-2018
Paideia High School,Valley,WA,99181,53065,Stevens County,5305,53007,53007,2017-2018
Valley Early Learning Center,Valley,WA,99181,53065,Stevens County,5305,53007,53007,2017-2018
Chinook Elementary School,VANCOUVER,WA,98685,53011,Clark County,5303,53018,53018,2017-2018
Alki Middle School,VANCOUVER,WA,98685,53011,Clark County,5303,53018,53018,2017-2018
Roosevelt Elementary School,VANCOUVER,WA,98661,53011,Clark County,5303,53049,53049,2017-2018
Benjamin Franklin Elementary,VANCOUVER,WA,98663,53011,Clark County,5303,53049,53049,2017-2018
Columbia River High,VANCOUVER,WA,98665,53011,Clark County,5303,53049,53049,2017-2018
Dwight D Eisenhower Elementary,VANCOUVER,WA,98665,53011,Clark County,5303,53049,53049,2017-2018
Felida Elementary School,VANCOUVER,WA,98685,53011,Clark County,5303,53018,53018,2017-2018
Fort Vancouver High School,VANCOUVER,WA,98661,53011,Clark County,5303,53049,53049,2017-2018
Fruit Valley Elementary School,VANCOUVER,WA,98680,53011,Clark County,5303,53049,53049,2017-2018
Gaiser Middle School,VANCOUVER,WA,98665,53011,Clark County,5303,53049,53049,2017-2018
George C Marshall Elementary,VANCOUVER,WA,98661,53011,Clark County,5303,53049,53049,2017-2018
Harney Elementary School,VANCOUVER,WA,98661,53011,Clark County,5303,53049,53049,2017-2018
Harry S Truman Elementary School,VANCOUVER,WA,98661,53011,Clark County,5303,53049,53049,2017-2018
Hazel Dell Elementary School,VANCOUVER,WA,98665,53011,Clark County,5303,53049,53049,2017-2018
Hough Elementary School,VANCOUVER,WA,98660,53011,Clark County,5303,53049,53049,2017-2018
Hudson's Bay High School,VANCOUVER,WA,98663,53011,Clark County,5303,53049,53049,2017-2018
Jason Lee Middle School,VANCOUVER,WA,98665,53011,Clark County,5303,53049,53049,2017-2018
Lake Shore Elementary,VANCOUVER,WA,98665,53011,Clark County,5303,53049,53049,2017-2018
Lincoln Elementary School,VANCOUVER,WA,98660,53011,Clark County,5303,53049,53049,2017-2018
Martin Luther King Elementary,VANCOUVER,WA,98661,53011,Clark County,5303,53049,53049,2017-2018
Mcloughlin Middle School,VANCOUVER,WA,98661,53011,Clark County,5303,53049,53049,2017-2018
Minnehaha Elementary School,VANCOUVER,WA,98663,53011,Clark County,5303,53049,53049,2017-2018
Lewis and Clark High School,VANCOUVER,WA,98661,53011,Clark County,5303,53049,53049,2017-2018
Peter S Ogden Elementary,VANCOUVER,WA,98662,53011,Clark County,5303,53049,53049,2017-2018
Sacajawea Elementary School,VANCOUVER,WA,98685,53011,Clark County,5303,53049,53049,2017-2018
Salmon Creek Elementary,VANCOUVER,WA,98685,53011,Clark County,5303,53018,53018,2017-2018
Sarah J Anderson Elementary,VANCOUVER,WA,98686,53011,Clark County,5303,53049,53049,2017-2018
Walnut Grove Elementary,VANCOUVER,WA,98661,53011,Clark County,5303,53049,53049,2017-2018
Washington Elementary,VANCOUVER,WA,98663,53011,Clark County,5303,53049,53049,2017-2018
Discovery Middle School,VANCOUVER,WA,98663,53011,Clark County,5303,53049,53049,2017-2018
Fir Grove Childrens Center,VANCOUVER,WA,98661,53011,Clark County,5303,53049,53049,2017-2018
Vancouver School of Arts and Academics,VANCOUVER,WA,98663,53011,Clark County,5303,53049,53049,2017-2018
Gate Program,VANCOUVER,WA,98661,53011,Clark County,5303,53049,53049,2017-2018
Skyview High School,VANCOUVER,WA,98685,53011,Clark County,5303,53018,53018,2017-2018
Vancouver Home Connection,VANCOUVER,WA,98664,53011,Clark County,5303,53049,53049,2017-2018
Jefferson Middle School,VANCOUVER,WA,98685,53011,Clark County,5303,53018,53018,2017-2018
Early Childhood Education Center,VANCOUVER,WA,98664,53011,Clark County,5303,53049,53049,2017-2018
Vancouver Alternative Programs,VANCOUVER,WA,98661,53011,Clark County,5303,53049,53049,2017-2018
Vancouver Virtual Learning Academy,VANCOUVER,WA,98664,53011,Clark County,5303,53049,53049,2017-2018
Vancouver Contracted Programs,VANCOUVER,WA,98661,53011,Clark County,5303,53049,53049,2017-2018
Vancouver iTech Preparatory,VANCOUVER,WA,98686,53011,Clark County,5303,53017,53017,2017-2018
Open Doors Vancouver,VANCOUVER,WA,98664,53011,Clark County,5303,53049,53049,2017-2018
Chautauqua Elementary,VASHON,WA,98070,53033,King County,5307,53034,53034,2017-2018
McMurray Middle School,VASHON,WA,98070,53033,King County,5307,53034,53034,2017-2018
Vashon Island High School,VASHON,WA,98070,53033,King County,5307,53034,53034,2017-2018
Family Link,VASHON,WA,98070,53033,King County,5307,53034,53034,2017-2018
Student Link,Vashon,WA,98070,53033,King County,5307,53034,53034,2017-2018
Julius A Wendt Elementary/John C Thomas Middle School,CATHLAMET,WA,98612,53069,Wahkiakum County,5303,53019,53019,2017-2018
Wahkiakum High School,CATHLAMET,WA,98612,53069,Wahkiakum County,5303,53019,53019,2017-2018
Mattawa Elementary,Mattawa,WA,99349,53025,Grant County,5304,53013,53013,2017-2018
Morris Schott Elementary,Mattawa,WA,99349,53025,Grant County,5304,53013,53013,2017-2018
Wahluke High School,Mattawa,WA,99349,53025,Grant County,5304,53013,53013,2017-2018
Saddle Mountain Elementary,Mattawa,WA,99349,53025,Grant County,5304,53013,53013,2017-2018
Sentinel Tech Alt School,Mattawa,WA,99349,53025,Grant County,5304,53013,53013,2017-2018
Developmental Pre-School,Mattawa,WA,99349,53025,Grant County,5304,53013,53013,2017-2018
Mattawa Elementary Pre-School,Mattawa,WA,99349,53025,Grant County,5304,53013,53013,2017-2018
Wahluke Junior High,Mattawa,WA,99349,53025,Grant County,5304,53013,53013,2017-2018
Waitsburg Elementary School,Waitsburg,WA,99361,53071,Walla Walla County,5305,53016,53016,2017-2018
Waitsburg High School,Waitsburg,WA,99361,53071,Walla Walla County,5305,53016,53016,2017-2018
Preston Hall Middle School,Waitsburg,WA,99361,53071,Walla Walla County,5305,53016,53016,2017-2018
Berney Elementary School,WALLA WALLA,WA,99362,53071,Walla Walla County,5305,53016,53016,2017-2018
Edison Elementary School - Walla Walla,WALLA WALLA,WA,99362,53071,Walla Walla County,5305,53016,53016,2017-2018
Garrison Middle School,WALLA WALLA,WA,99362,53071,Walla Walla County,5305,53016,53016,2017-2018
Green Park Elementary School,WALLA WALLA,WA,99362,53071,Walla Walla County,5305,53016,53016,2017-2018
Alternative Education Program,WALLA WALLA,WA,99362,53071,Walla Walla County,5305,53016,53016,2017-2018
Pioneer Middle School,WALLA WALLA,WA,99362,53071,Walla Walla County,5305,53016,53016,2017-2018
Prospect Point Elementary,WALLA WALLA,WA,99362,53071,Walla Walla County,5305,53016,53016,2017-2018
Lincoln High School,WALLA WALLA,WA,99362,53071,Walla Walla County,5305,53016,53016,2017-2018
Sharpstein Elementary School,WALLA WALLA,WA,99362,53071,Walla Walla County,5305,53016,53016,2017-2018
Walla Walla High School,WALLA WALLA,WA,99362,53071,Walla Walla County,5305,53016,53016,2017-2018
Blue Ridge Elementary,WALLA WALLA,WA,99362,53071,Walla Walla County,5305,53016,53016,2017-2018
HEAD START/ECEAP PRESCHOOL,Walla Walla,WA,99362,53071,Walla Walla County,5305,53016,53016,2017-2018
SE AREA TECHNICAL SKILLS CENTER,WALLA WALLA,WA,99362,53071,Walla Walla County,5305,53016,53016,2017-2018
Opportunity Youth Reengagement,Walla Walla,WA,99362,53071,Walla Walla County,5305,53016,53016,2017-2018
Pace Alternative High School,Wapato,WA,98951,53077,Yakima County,5304,53015,53015,2017-2018
Camas Elementary,Wapato,WA,98951,53077,Yakima County,5304,53015,53015,2017-2018
Wapato Middle School,Wapato,WA,98951,53077,Yakima County,5304,53015,53015,2017-2018
Satus Elementary,Wapato,WA,98951,53077,Yakima County,5304,53015,53015,2017-2018
Wapato High School,Wapato,WA,98951,53077,Yakima County,5304,53015,53015,2017-2018
Adams Elementary,Wapato,WA,98951,53077,Yakima County,5304,53015,53015,2017-2018
Warden Elementary,WARDEN,WA,98857,53025,Grant County,5304,53013,53013,2017-2018
Warden High School,WARDEN,WA,98857,53025,Grant County,5304,53013,53013,2017-2018
Warden Middle School,WARDEN,WA,98857,53025,Grant County,5304,53013,53013,2017-2018
Cape Horn Skye Elementary,WASHOUGAL,WA,98671,53059,Skamania County,5303,53014,53014,2017-2018
Hathaway Elementary,WASHOUGAL,WA,98671,53011,Clark County,5303,53018,53018,2017-2018
Gause Elementary,WASHOUGAL,WA,98671,53011,Clark County,5303,53018,53018,2017-2018
Washougal High School,WASHOUGAL,WA,98671,53011,Clark County,5303,53018,53018,2017-2018
Jemtegaard Middle School,WASHOUGAL,WA,98671,53011,Clark County,5303,53018,53018,2017-2018
Excelsior High School,WASHOUGAL,WA,98671,53011,Clark County,5303,53018,53018,2017-2018
Canyon Creek Middle School,WASHOUGAL,WA,98671,53059,Skamania County,5303,53014,53014,2017-2018
Washougal Special Services,WASHOUGAL,WA,98671,53011,Clark County,5303,53018,53018,2017-2018
Columbia River Gorge Elementary School,Washougal,WA,98671,53011,Clark County,5303,53018,53018,2017-2018
Washtucna Elementary/High School,Washtucna,WA,99371,53001,Adams County,5304,53009,53009,2017-2018
Waterville High School,WATERVILLE,WA,98858,53017,Douglas County,5304,53012,53012,2017-2018
Waterville Elementary,Waterville,WA,98858,53017,Douglas County,5304,53012,53012,2017-2018
Wellpinit High School,WELLPINIT,WA,99040,53065,Stevens County,5305,53007,53007,2017-2018
