statecoursecodeid,code,name,CS_Courses
696,6864,Malayo-Polynesian Language IV 06864,no
697,6865,Malayo-Polynesian Language V 06865,no
698,6866,Malayo-Polynesian Language for Native Speakers 06866,no
699,6867,Malayo-Polynesian Language Field Experience 06867,no
700,6868,Malayo-Polynesian Language Conversation and Culture 06868,no
701,6869,Malayo-Polynesian Literature 06869,no
702,6870,IB Language A (non-English)-Malayo-Polynesian Language 06870,no
703,6871,IB Language B-Malayo-Polynesian Language 06871,no
704,6879,Malayo-Polynesian Language-Other 06879,no
705,6995,Foreign Language and Literature-Aide 06995,no
706,6997,Foreign Language and Literature-Independent Study 06997,no
707,6998,Foreign Language and Literature-Workplace Experience 06998,no
708,6999,Foreign Language and Literature-Other 06999,no
709,7001,Religious Foundations 07001,no
710,7002,Comparative Religion 07002,no
711,7003,Eastern Religions 07003,no
712,7004,Western Religions 07004,no
713,7005,Scriptures 07005,no
714,7006,Old Testament 07006,no
715,7007,New Testament 07007,no
716,7008,Bible History 07008,no
717,7009,Christology 07009,no
718,7010,Religious Figures 07010,no
719,7011,Liturgy and Prayer 07011,no
720,7012,Prayer and Spirituality 07012,no
721,7013,Religious Ethics and Morality 07013,no
722,7014,"Justice, Peace, and Faith 07014",no
723,7015,Faith and Lifestyle 07015,no
724,7016,Ministry 07016,no
725,7995,Religious Education and Theology-Aide 07995,no
726,7997,Religious Education and Theology-Independent Study 07997,no
727,7998,Religious Education and Theology-Workplace Experience 07998,no
728,7999,Religious Education and Theology-Other 07999,no
729,8001,Physical Education 08001,no
730,8002,Team Sports 08002,no
731,8003,Individual/Dual Sports 08003,no
732,8004,Recreation Sports 08004,no
733,8005,Fitness/Conditioning Activities 08005,no
734,8006,Corps Movement 08006,no
735,8007,Adapted Physical Education 08007,no
736,8008,Gymnastics 08008,no
737,8009,Weight Training 08009,no
738,8010,Aquatics/Water Sports 08010,no
739,8011,Tennis 08011,no
740,8012,Self-defense 08012,no
741,8013,Specific Sports Activities 08013,no
742,8014,Physical Education Equivalent 08014,no
743,8015,Off-Campus Sports 08015,no
744,8016,Lifetime Fitness Education 08016,no
745,8017,Sports Physiology 08017,no
746,8047,Physical Education-Independent Study 08047,no
747,8048,Physical Education-Workplace Experience 08048,no
748,8049,Physical Education-Other 08049,no
749,8051,Health Education 08051,no
750,8052,Health and Fitness 08052,no
751,8053,Community Health 08053,no
752,8054,Special Needs Health Education 08054,no
753,8055,Safety and First Aid 08055,no
754,8056,Health for Parenting Teens 08056,no
755,8057,Health and Life Management 08057,no
756,8058,Substance Abuse Prevention 08058,no
757,8097,Health Education-Independent Study 08097,no
758,8098,Health Education-Workplace Experience 08098,no
759,8099,Health Education-Other 08099,no
760,8151,Drivers' Education-Classroom Only 08151,no
761,8152,Drivers' Education-Classroom and Laboratory 08152,no
762,8197,Drivers' Education-Independent Study 08197,no
763,8198,Drivers' Education-Workplace Experience 08198,no
764,8199,Drivers' Education-Other 08199,no
765,8201,Physical Education/Health/Drivers' Education 08201,no
766,8995,"Physical, Health, and Safety Education-Aide 08995",no
767,8997,"Physical, Health, and Safety Education-Independent Study 08997",no
768,8998,"Physical, Health, and Safety Education-Workplace Experience 08998",no
769,8999,"Physical, Health, and Safety Education-Other 08999",no
770,9001,Introduction to Jr. ROTC 09001,no
771,9002,Military Jr. ROTC-unspecified branch 09002,no
772,9003,ROTC Drill 09003,no
773,9004,Military Leadership 09004,no
774,9051,Army Junior ROTC I 09051,no
775,9052,Army Junior ROTC II 09052,no
776,9053,Army Junior ROTC III 09053,no
777,9054,Army Junior ROTC IV 09054,no
778,9101,Naval Junior ROTC I 09101,no
779,9102,Naval Junior ROTC II 09102,no
780,9103,Naval Junior ROTC III 09103,no
781,9104,Naval Junior ROTC IV 09104,no
782,9151,Air Force Junior ROTC I 09151,no
783,9152,Air Force Junior ROTC II 09152,no
784,9153,Air Force Junior ROTC III 09153,no
785,9154,Air Force Junior ROTC IV 09154,no
786,9201,Marine Corps Junior ROTC I 09201,no
787,9202,Marine Corps Junior ROTC II 09202,no
788,9203,Marine Corps Junior ROTC III 09203,no
789,9204,Marine Corps Junior ROTC IV 09204,no
790,9995,Military Science-Aide 09995,no
791,9997,Military Science-Independent Study 09997,no
792,9998,Military Science-Workplace Experience 09998,no
793,9999,Military Science-Other 09999,no
794,10001,Introduction to Computers 10001,no
795,10002,Computing Systems 10002,no
796,10003,Computer and Information Technology 10003,no
797,10004,Computer Applications 10004,no
798,10005,Business Computer Applications 10005,no
799,10006,Telecommunications 10006,no
800,10007,IB Information Technology in a Global Society 10007,no
801,10008,Particular Topics in Computer Literacy 10008,no
802,10047,Computer Literacy-Independent Study 10047,no
803,10048,Computer Literacy-Workplace Experience 10048,no
804,10049,Computer Literacy-Other 10049,no
805,10051,Information Management 10051,no
806,10052,Database Management and Data Warehousing 10052,yes
807,10053,Database Applications 10053,yes
808,10054,Data Systems/Processing 10054,yes
809,10055,Particular Topics in Management Information Systems 10055,no
810,10097,Management Information Systems-Independent Study 10097,yes
811,10098,Management Information Systems-Workplace Experience 10098,yes
812,10099,Management Information Systems-Other 10099,yes
813,10101,Network Technology 10101,yes
814,10102,Networking Systems 10102,yes
815,10103,Area Network Design and Protocols 10103,no
816,10104,Router Basics 10104,no
817,10105,NetWare Routing 10105,no
818,10106,Wide Area Telecommunications and Networking 10106,no
819,10107,Wireless Networks 10107,no
820,10108,Network Security 10108,yes
821,10109,Essentials of Network Operating Systems 10109,yes
822,10110,Microsoft Certified Professional (MCP) 10110,no
823,10111,Particular Topics in Networking Systems 10111,no
824,10147,Networking Systems-Independent Study 10147,no
825,10148,Networking Systems-Workplace Experience 10148,yes
826,10149,Networking Systems-Other 10149,yes
827,10151,Business Programming 10151,no
828,10152,Computer Programming 10152,yes
829,10153,Visual Basic (VB) Programming 10153,yes
830,10154,C++ Programming 10154,yes
831,10155,Java Programming 10155,yes
832,10156,Computer Programming-Other Language 10156,yes
833,10157,AP Computer Science A 10157,yes
834,10158,AP Computer Science AB 10158,no
835,10159,IB Computing Studies 10159,yes
836,10160,Particular Topics in Computer Programming 10160,yes
837,10197,Computer Programming-Independent Study 10197,yes
838,10198,Computer Programming-Workplace Experience 10198,yes
839,10199,Computer Programming-Other 10199,yes
840,10201,Web Page Design 10201,yes
841,10202,Computer Graphics 10202,no
842,10203,Interactive Media 10203,yes
843,10204,Particular Topics in Media Technology 10204,no
844,10247,Media Technology-Independent Study 10247,no
845,10248,Media Technology-Workplace Experience 10248,no
846,10249,Media Technology-Other 10249,no
847,10251,Computer Technology 10251,yes
848,10252,Computer Maintenance 10252,no
849,10253,Information Support and Services 10253,yes
850,10254,IT Essentials: PC Hardware and Software 10254,yes
851,10255,CISCO-The Panduit Network Infrastructure Essentials (PNIE) 10255,no
852,10256,Particular Topics in Information Support and Services 10256,no
853,10297,Information Support and Services-Independent Study 10297,yes
854,10298,Information Support and Services-Workplace Experience 10298,yes
855,10299,Information Support and Services-Other 10299,no
856,10995,Computer and Information Sciences-Aide 10995,no
857,10997,Computer and Information Sciences-Independent Study 10997,no
858,10998,Computer and Information Sciences-Workplace Experience 10998,no
859,10999,Computer and Information Sciences-Other 10999,no
860,11001,Introduction to Communication 11001,no
861,11002,Communication Technology 11002,no
862,11003,Particular Topics in Communication 11003,no
863,11047,Communication-Independent Study 11047,no
864,11048,Communication-Workplace Experience 11048,no
865,11049,Communication-Other 11049,no
866,11051,Audio/Visual Production 11051,no
867,11052,Commercial Photography 11052,no
868,11053,Photographic Laboratory and Darkroom 11053,no
869,11054,Photo Imaging 11054,no
870,11055,Video 11055,no
871,11056,Particular Topics in Audio/Video Technology and Film 11056,no
872,11097,Audio/Video Technology and Film-Independent Study 11097,no
873,11098,Audio/Video Technology and Film-Workplace Experience 11098,no
874,11099,Audio/Video Technology and Film-Other 11099,no
875,11101,Journalism 11101,no
876,11102,Photojournalism 11102,no
877,11103,Broadcasting Technology 11103,no
878,11104,Publication Production 11104,no
879,11105,Particular Topics in Journalism and Broadcasting 11105,no
880,11147,Journalism and Broadcasting-Independent Study 11147,no
881,11148,Journalism and Broadcasting-Workplace Experience 11148,no
882,11149,Journalism and Broadcasting-Other 11149,no
883,11151,Digital Media Technology 11151,no
884,11152,Desktop Publishing 11152,no
885,11153,Digital Media Design and Production 11153,no
886,11154,Commercial Graphic Design 11154,no
887,11155,Graphic Technology 11155,no
888,11156,Photography and Printing Technology 11156,no
889,11157,Photoengraving 11157,no
890,11158,Print Press Operations 11158,no
891,11159,Particular Topics in Printing Technology and Production 11159,no
892,11197,Printing Technology-Independent Study 11197,no
893,11198,Printing Technology-Workplace Experience 11198,no
894,11199,Printing Technology-Other 11199,no
895,11995,Communication and Audio/Video Technology-Aide 11995,no
896,11997,Communication and Audio/Video Technology-Independent Study 11997,no
897,11998,Communication and Audio/Video Technology-Workplace Experience 11998,no
898,11999,Communication and Audio/Video Technology-Other 11999,no
899,12001,Business/Office Career Exploration 12001,no
900,12002,Office Procedures-Comprehensive 12002,no
901,12003,Office and Administrative Technologies 12003,no
902,12004,Office Services 12004,no
903,12005,Keyboarding 12005,no
904,12006,Word Processing 12006,no
905,12007,Recordkeeping 12007,no
906,12008,Particular Topics in Administration 12008,no
907,12009,Business Communications 12009,no
908,12047,Administration-Independent Study 12047,no
909,12048,Administration-Workplace Experience 12048,no
910,12049,Administration-Other 12049,no
911,12051,Introductory Business 12051,no
912,12052,Business Management 12052,no
913,12053,Entrepreneurship 12053,no
914,12054,Business Law 12054,no
915,12055,Business Principles and Management 12055,no
916,12056,International Business and Marketing 12056,no
917,12057,Human Resources and Labor Relations 12057,no
918,12058,Human Resources Management 12058,no
919,12059,IB Business and Management 12059,no
920,12097,Management-Independent Study 12097,no
921,12098,Management-Workplace Experience 12098,no
922,12099,Management-Other 12099,no
923,12101,Banking and Finance 12101,no
924,12102,Banking 12102,no
925,12103,Finance 12103,no
926,12104,Accounting 12104,no
927,12105,Business Economics 12105,no
928,12106,Risk Management and Insurance 12106,no
929,12107,Investing 12107,no
930,12147,Finance-Independent Study 12147,no
931,12148,Finance-Workplace Experience 12148,no
932,12149,Finance-Other 12149,no
933,12151,Marketing Career Exploration 12151,no
934,12152,Marketing-Comprehensive 12152,no
935,12153,Marketing-Fashion 12153,no
936,12154,Marketing-Real Estate 12154,no
937,12155,Marketing-Transportation 12155,no
938,12156,Marketing-Food/Beverage Industry 12156,no
939,12157,Marketing-Insurance 12157,no
940,12158,Marketing-Floristry 12158,no
941,12159,Marketing-Hospitality/Tourism 12159,no
942,12160,Marketing-Merchandising 12160,no
943,12161,Retail Marketing 12161,no
944,12162,Internet Marketing 12162,no
945,12163,Sports and Entertainment Marketing 12163,no
946,12164,Principles of Marketing 12164,no
947,12165,Principles of Advertising 12165,no
948,12166,Marketing Management 12166,no
949,12167,Marketing-Other Specialization 12167,no
950,12197,Marketing-Independent Study 12197,no
951,12198,Marketing-Workplace Experience 12198,no
952,12199,Marketing-Other 12199,no
953,12201,Cashier/Checker Operations 12201,no
954,12202,Principles of Selling 12202,no
955,12247,Sales-Independent Study 12247,no
956,12248,Sales-Workplace Experience 12248,no
957,12249,Sales-Other 12249,no
958,12995,Business and Marketing-Aide 12995,no
959,12997,Business and Marketing-Independent Study 12997,no
960,12998,Business and Marketing-Workplace Experience 12998,no
961,12999,Business and Marketing-Other 12999,no
962,13001,Exploration of Manufacturing Occupations 13001,no
963,13002,Manufacturing-Comprehensive 13002,no
964,13003,Industrial Arts 13003,no
965,13004,Industrial Safety/First Aid 13004,no
966,13052,Material and Processes 13052,no
967,13053,Metal and Wood Processing/Production 13053,no
968,13054,Wood Processing/Production 13054,no
969,13055,Metal Processing/Production 13055,no
970,13056,Plastics Processing/Production 13056,no
971,13057,Ceramic Processing/Production 13057,no
972,13058,Particular Topics in Processing and Production 13058,no
973,13097,Processing/Production-Independent Study 13097,no
974,13098,Processing/Production-Workplace Experience 13098,no
975,13099,Processing/Production-Other 13099,no
976,13101,Production Systems 13101,no
977,13102,Electro-Mechanical Systems 13102,no
978,13103,Product Development 13103,no
979,13147,Production Systems-Independent Study 13147,no
980,13148,Production Systems-Workplace Experience 13148,no
981,13149,Production Systems-Other 13149,no
982,13201,Metalwork Occupations 13201,no
983,13202,Metalworking 13202,no
984,13203,Machining 13203,no
985,13204,Particular Topics in Machining 13204,no
986,13205,Sheet Metal 13205,no
987,13206,Particular Topics in Sheet Metal 13206,no
988,13207,Welding 13207,no
989,13208,Particular Topics in Welding 13208,no
990,13209,Particular Topics in Metalwork 13209,no
991,13247,Metalwork-Independent Study 13247,no
992,13248,Metalwork-Workplace Experience 13248,no
993,13249,Metalwork-Other 13249,no
994,13301,Appliance Repair 13301,no
995,13302,Equipment Maintenance and Repair 13302,no
996,13347,Repair-Independent Study 13347,no
997,13348,Repair-Workplace Experience 13348,no
998,13349,Repair-Other 13349,no
999,13995,Manufacturing-Aide 13995,no
1000,13997,Manufacturing-Independent Study 13997,no
1001,13998,Manufacturing-Workplace Experience 13998,no
1002,13999,Manufacturing-Other 13999,no
1003,14001,Exploration of Health Care Occupations 14001,no
1004,14002,Health Care Occupations-Comprehensive 14002,no
1005,14051,Nursing 14051,no
1006,14052,Nursing-LPN 14052,no
1007,14053,Home Health Care 14053,no
1008,14054,Dental Science 14054,no
1009,14055,Emergency Medical Technology 14055,no
1010,14056,Surgical Technology 14056,no
1011,14057,Vision Care 14057,no
1012,14058,Optometrics 14058,no
1013,14059,Gerontology 14059,no
1014,14060,Physical Therapy 14060,no
1015,14061,Respiratory Therapy 14061,no
1016,14062,Care of Athletes 14062,no
1017,14063,Particular Topics in Therapeutic Services 14063,no
1018,14097,Therapeutic Services-Independent Study 14097,no
1019,14098,Therapeutic Services-Workplace Experience 14098,no
1020,14099,Therapeutic Services-Other 14099,no
1021,14101,Dental Laboratory Technology 14101,no
1022,14102,Medical Lab Technology 14102,no
1023,14103,EKG Technology 14103,no
1024,14104,Phlebotomy 14104,no
1025,14105,Particular Topics in Diagnostic Services 14105,no
1026,14147,Diagnostic Services-Independent Study 14147,no
1027,14148,Diagnostic Services-Workplace Experience 14148,no
1028,14149,Diagnostic Services-Other 14149,no
1029,14151,Medical/Clerical Assisting 14151,no
1030,14152,Pharmacy Assisting 14152,no
1031,14153,Medical Office Procedures 14153,no
1032,14154,Medical Terminology 14154,no
1033,14155,Particular Topics in Health Information 14155,no
1034,14197,Health Information-Independent Study 14197,no
1035,14198,Health Information-Workplace Experience 14198,no
1036,14199,Health Information-Other 14199,no
1037,14201,Central Service Technology 14201,no
1038,14202,Health Support Services 14202,no
1039,14203,Health Unit Coordination 14203,no
1040,14204,Particular Topics in Support Services 14204,no
1041,14247,Health Support Services-Independent Study 14247,no
1042,14248,Health Support Services-Workplace Experience 14248,no
1043,14249,Health Support Services-Other 14249,no
1044,14251,Health Science 14251,no
1045,14252,Biotechnology 14252,no
1046,14253,Pharmacology 14253,no
1047,14254,Particular Topics in Health Sciences 14254,no
1048,14297,Health Sciences-Independent Study 14297,no
1049,14298,Health Sciences-Workplace Experience 14298,no
1050,14299,Health Sciences-Other 14299,no
1051,14995,Health Care Sciences-Aide 14995,no
1052,14997,Health Care Sciences-Independent Study 14997,no
1053,14998,Health Care Sciences-Workplace Experience 14998,no
1054,14999,Health Care Sciences-Other 14999,no
1055,15001,Exploration of Public Service Careers 15001,no
1056,15051,Criminal Justice 15051,no
1057,15052,Corrections 15052,no
1058,15053,Particular Topics in Law Enforcement 15053,no
1059,15097,Law Enforcement-Independent Study 15097,no
1060,15098,Law Enforcement-Workplace Experience 15098,no
1061,15099,Law Enforcement-Other 15099,no
1062,15101,Public Safety 15101,no
1063,15102,Security Services 15102,no
1064,15103,Particular Topics in Security 15103,no
1065,15147,Security and Protection-Independent Study 15147,no
1066,15148,Security and Protection-Workplace Experience 15148,no
1067,15149,Security and Protection-Other 15149,no
1068,15151,Fire Science 15151,no
1069,15152,Fire Fighting 15152,no
1070,15153,Particular Topics in Fire Management 15153,no
1071,15197,Fire Management-Independent Study 15197,no
1072,15198,Fire Management-Workplace Experience 15198,no
1073,15199,Fire Management-Other 15199,no
1074,15201,Public Administration 15201,no
1075,15202,Community Protection 15202,no
1076,15203,Public Policy 15203,no
1077,15247,Government Service-Independent Study 15247,no
1078,15248,Government Service-Workplace Experience 15248,no
1079,15249,Government Service-Other 15249,no
1080,15995,"Public, Protective, and Government Service-Aide 15995",no
1081,15997,"Public, Protective, and Government Service-Independent Study 15997",no
1082,15998,"Public, Protective, and Government Service-Workplace Experience 15998",no
1083,15999,"Public, Protective, and Government Service-Other 15999",no
1084,16001,Exploration of Hospitality Careers 16001,no
1085,16051,"Exploration of Restaurant, Food and Beverage Services 16051",no
1086,16052,"Restaurant, Food and Beverage Services-Comprehensive 16052",no
1087,16053,Food Service 16053,no
1088,16054,Nutrition and Food Preparation 16054,no
1089,16055,Restaurant Management and Operations 16055,no
1090,16056,Culinary Art Specialty 16056,no
1091,16057,"Particular Topics in Restaurant, Food and Beverage Services 16057",no
1092,16097,"Restaurant, Food and Beverage Services-Independent Study 16097",no
1093,16098,"Restaurant, Food and Beverage Services-Workplace Experience 16098",no
1094,16099,"Restaurant, Food and Beverage Services-Other 16099",no
1095,16101,Exploration of Lodging Careers 16101,no
1096,16102,Lodging-Comprehensive 16102,no
1097,16103,Institutional Maintenance 16103,no
1098,16104,Particular Topics in Lodging 16104,no
1099,16147,Lodging-Independent Study 16147,no
1100,16148,Lodging-Workplace Experience 16148,no
1101,16149,Lodging-Other 16149,no
1102,16151,Introduction to Travel and Tourism 16151,no
1103,16152,Travel and Tourism-Comprehensive 16152,no
1104,16153,World Travel and Tourism 16153,no
1105,16154,Eco-tourism 16154,no
1106,16155,Particular Topics in Travel and Tourism 16155,no
1107,16197,Travel and Tourism-Independent Study 16197,no
1108,16198,Travel and Tourism-Workplace Experience 16198,no
1109,16199,Travel and Tourism-Other 16199,no
1110,16201,"Exploration of Recreation, Amusement and Attractions 16201",no
1111,16202,"Recreation, Amusement and Attractions-Comprehensive 16202",no
1112,16203,"Particular Topics in Recreation, Amusement and Attractions 16203",no
1113,16247,"Recreation, Amusement and Attractions-Independent Study 16247",no
1114,16248,"Recreation, Amusement and Attractions-Workplace Experience 16248",no
1115,16249,"Recreation, Amusement and Attractions-Other 16249",no
1116,16995,Hospitality and Tourism-Aide 16995,no
1117,16997,Hospitality and Tourism-Independent Study 16997,no
1118,16998,Hospitality and Tourism-Workplace Experience 16998,no
1119,16999,Hospitality and Tourism-Other 16999,no
1120,17001,Construction Careers Exploration 17001,no
1121,17002,Construction-Comprehensive 17002,no
1122,17003,Carpentry 17003,no
1123,17004,Framing Carpentry 17004,no
1124,17005,Particular Topics in Carpentry 17005,no
1125,17006,Woodworking 17006,no
1126,17007,Cabinetmaking 17007,no
1127,17008,Masonry 17008,no
1128,17009,Building Maintenance 17009,no
1129,17010,Home Maintenance 17010,no
1130,17011,Wall Finishings 17011,no
1131,17012,Upholstering 17012,no
1132,17047,General Construction-Independent Study 17047,no
1133,17048,General Construction-Workplace Experience 17048,no
1134,17049,General Construction-Other 17049,no
1135,17051,Air Conditioning 17051,no
1136,17052,Refrigeration 17052,no
1137,17053,Heating 17053,no
1138,17054,Air Conditioning/Refrigeration 17054,no
1139,17055,"Air Conditioning, Heating, and Refrigeration 17055",no
1140,17056,"Heating, Ventilation, and Air Conditioning 17056",no
1141,17057,Particular Topics in HVACR 17057,no
1142,17058,Plumbing 17058,no
1143,17059,Plumbing and Heating 17059,no
1144,17097,"Air Conditioning, Heating and Plumbing-Independent Study 17097",no
1145,17098,"Air Conditioning, Heating and Plumbing-Workplace Experience 17098",no
1146,17099,"Air Conditioning, Heating and Plumbing-Other 17099",no
1147,17101,Exploration of Electricity/Electronics 17101,no
1148,17102,Electricity-Comprehensive 17102,no
1149,17103,Residential Wiring 17103,no
1150,17104,Industrial Electricity 17104,no
1151,17105,Particular Topics in Electricity 17105,no
1152,17106,Electronics-Comprehensive 17106,no
1153,17107,Particular Topics in Electronics 17107,no
1154,17108,Electricity/Electronics-General 17108,no
1155,17109,Particular Topics in Electricity/Electronics 17109,no
1156,17110,Analog and Digital Circuits 17110,no
1157,17111,Analog Circuits 17111,no
1158,17112,Digital Circuits 17112,no
1159,17147,Electricity/Electronics-Independent Study 17147,no
1160,17148,Electricity/Electronics-Workplace Experience 17148,no
1161,17149,Electricity/Electronics-Other 17149,no
1162,17995,Architecture and Construction-Aide 17995,no
1163,17997,Architecture and Construction-Independent study 17997,no
1164,17998,Architecture and Construction-Workplace Experience 17998,no
1165,17999,Architecture and Construction-Other 17999,no
1166,18001,Introduction to Agriculture and Natural Resources 18001,no
1167,18002,Agriculture-Comprehensive 18002,no
1168,18003,Agriculture and Natural Resources-Comprehensive 18003,no
1169,18051,Plant Production/Science 18051,no
1170,18052,General Horticulture 18052,no
1171,18053,Ornamental Horticulture 18053,no
1172,18054,Turf and Landscape Management 18054,no
1173,18055,Soil Science 18055,no
1174,18056,Particular Topics in Plant Systems 18056,no
1175,18097,Plant Systems-Independent Study 18097,no
1176,18098,Plant Systems-Workplace Experience 18098,no
1177,18099,Plant Systems-Other 18099,no
1178,18101,Animal Production/Science 18101,no
1179,18102,Small Animal Care 18102,no
1180,18103,Large Animal Care 18103,no
1181,18104,Equine Science 18104,no
1182,18105,Veterinary Science 18105,no
1183,18106,Particular Topics in Animal Systems 18106,no
1184,18147,Animal Systems-Independent Study 18147,no
1185,18148,Animal Systems-Workplace Experience 18148,no
1186,18149,Animal Systems-Other 18149,no
1187,18201,Agribusiness Management 18201,no
1188,18202,Agricultural Entrepreneurship 18202,no
1189,18203,Agricultural Leadership 18203,no
1190,18204,Particular Topics in Agribusiness 18204,no
1191,18247,Agribusiness-Independent Study 18247,no
1192,18248,Agribusiness-Workplace Experience 18248,no
1193,18249,Agribusiness-Other 18249,no
1194,18301,Agricultural Production 18301,no
1195,18302,Agricultural Processing 18302,no
1196,18303,Plant Processing 18303,no
1197,18304,Animal Processing 18304,no
1198,18305,Food Product Processing 18305,no
1199,18306,Aquaculture 18306,no
1200,18307,Agriculture and Society 18307,no
1201,18308,Agricultural Biotechnology 18308,no
1202,18309,Particular Topics in Agricultural Production/Processing 18309,no
1203,18347,Agricultural Production and Processing-Independent Study 18347,no
1204,18348,Agricultural Production and Processing-Workplace Experience 18348,no
1205,18349,Agricultural Production and Processing-Other 18349,no
1206,18401,Agriculture Mechanics/Equipment/Structures 18401,no
1207,18402,Agriculture Mechanics and Equipment 18402,no
1208,18403,Agriculture Structures 18403,no
1209,18404,Agriculture Welding 18404,no
1210,18405,Particular Topics in Agricultural Mechanics and Construction 18405,no
1211,18447,Agricultural Mechanics and Construction-Independent Study 18447,no
1212,18448,Agricultural Mechanics and Construction-Workplace Experience 18448,no
1213,18449,Agricultural Mechanics and Construction-Other 18449,no
1214,18501,Wildlife Management 18501,no
1215,18502,Forestry 18502,no
1216,18503,Forestry Harvesting 18503,no
1217,18504,Natural Resources Management 18504,no
1218,18505,Particular Topics in Natural Resources 18505,no
1219,18547,Natural Resources-Independent Study 18547,no
1220,18548,Natural Resources-Workplace Experience 18548,no
1221,18549,Natural Resources-Other 18549,no
1222,18995,"Agriculture, Food, and Natural Resources-Aide 18995",no
1223,18997,"Agriculture, Food, and Natural Resources-Independent Study 18997",no
1224,18998,"Agriculture, Food, and Natural Resources-Workplace Experience 18998",no
1225,18999,"Agriculture, Food, and Natural Resources-Other 18999",no
1226,19001,Human Services Career Exploration 19001,no
1227,19051,Child Care 19051,no
1228,19052,Child Development 19052,no
1229,19053,Elder Care 19053,no
1230,19054,Caregiving Service 19054,no
1231,19055,Particular Topics in Child and Elder Care 19055,no
1232,19097,Child and Elder Care-Independent Study 19097,no
1233,19098,Child and Elder Care-Workplace Experience 19098,no
1234,19099,Child and Elder Care-Other 19099,no
1235,19101,Cosmetology-Licensing 19101,no
1236,19102,Barbering 19102,no
1237,19103,Hair Styling 19103,no
1238,19104,Cosmetology-Non-licensing 19104,no
1239,19105,Cosmetology-Nail Specialization 19105,no
1240,19106,Cosmetology-Facial Specialization 19106,no
1241,19107,Particular Topics in Cosmetology 19107,no
1242,19147,Cosmetology-Independent Study 19147,no
1243,19148,Cosmetology-Workplace Experience 19148,no
1244,19149,Cosmetology-Other 19149,no
1245,19151,Teaching Profession 19151,no
1246,19152,Educational Methodology 19152,no
1247,19153,Early Childhood Education 19153,no
1248,19154,Particular Topics in Education 19154,no
1249,19197,Education-Independent Study 19197,no
1250,19198,Education-Workplace Experience 19198,no
1251,19199,Education-Other 19199,no
1252,19201,Clothing and Textiles 19201,no
1253,19202,Clothing/Textile Maintenance 19202,no
1254,19203,Apparel Construction 19203,no
1255,19204,Apparel and Textile Services 19204,no
1256,19205,Home Furnishing 19205,no
1257,19206,Home Furnishings Production 19206,no
1258,19207,Particular Topics in Apparel and Furnishings 19207,no
1259,19247,Apparel and Furnishings-Independent Study 19247,no
1260,19248,Apparel and Furnishings-Workplace Experience 19248,no
1261,19249,Apparel and Furnishings-Other 19249,no
1262,19995,Human Services-Aide 19995,no
1263,19997,Human Services-Independent Study 19997,no
1264,19998,Human Services-Workplace Experience 19998,no
1265,19999,Human Services-Other 19999,no
1266,20001,"Exploration of Transportation, Distribution and Logistics 20001",no
1267,20051,Truck and Bus Driving 20051,no
1268,20052,Heavy Equipment Operation 20052,no
1269,20053,Aviation 20053,no
1270,20054,Boat Operation 20054,no
1271,20097,Operation-Independent Study 20097,no
1272,20098,Operation-Workplace Experience 20098,no
1273,20099,Operation-Other 20099,no
1274,20101,Energy/Power 20101,no
1275,20102,Power and Mechanics 20102,no
1276,20103,Introduction to Automobiles 20103,no
1277,20104,Automotive Mechanics-Comprehensive 20104,no
1278,20105,Particular Topics in Automotive Mechanics 20105,no
1279,20106,Automotive Service 20106,no
1280,20107,Diesel Mechanics-Comprehensive 20107,no
1281,20108,Particular Topics in Diesel Mechanics 20108,no
1282,20109,Small Vehicle Mechanics 20109,no
1283,20110,Small Engine Mechanics 20110,no
1284,20111,Marine Mechanics 20111,no
1285,20112,Heavy Equipment Mechanics 20112,no
1286,20113,Aircraft Power Plant 20113,no
1287,20114,Aircraft Airframe 20114,no
1288,20115,Automotive Detailing and Reconditioning 20115,no
1289,20116,Automotive Body Repair and Refinishing-Comprehensive 20116,no
1290,20117,Particular Topics in Automotive Body Repair and Refinishing 20117,no
1291,20118,Boat Repair/Refinishing 20118,no
1292,20147,Mechanics and Repair-Independent Study 20147,no
1293,20148,Mechanics and Repair-Workplace Experience 20148,no
1294,20149,Mechanics and Repair-Other 20149,no
1295,20151,Distribution-Comprehensive 20151,no
1296,20152,Warehouse Operations 20152,no
1297,20197,Distribution and Logistics-Independent Study 20197,no
1298,20198,Distribution and Logistics-Workplace Experience 20198,no
1299,20199,Distribution and Logistics-Other 20199,no
1300,20995,"Transportation, Distribution and Logistics-Aide 20995",no
1301,20997,"Transportation, Distribution and Logistics-Independent Study 20997",no
1302,20998,"Transportation, Distribution and Logistics-Workplace Experience 20998",no
1303,20999,"Transportation, Distribution and Logistics-Other 20999",no
1304,21001,Pre-Engineering Technology 21001,no
1305,21002,Engineering Applications 21002,no
1306,21003,Engineering Technology 21003,no
1307,21004,Principles of Engineering 21004,no
1308,21005,Engineering-Comprehensive 21005,no
1309,21006,Engineering Design 21006,no
1310,21007,Engineering Design and Development 21007,no
1311,21008,Digital Electronics 21008,no
1312,21009,Robotics 21009,no
1313,21010,Computer Integrated Manufacturing 21010,no
1314,21011,Civil Engineering 21011,no
1315,21012,Civil Engineering and Architecture 21012,no
1316,21013,Aerospace Engineering 21013,no
1317,21014,Biotechnical Engineering 21014,no
1318,21015,Particular Topics in Engineering 21015,no
1319,21047,Engineering-Independent Study 21047,no
