statecoursecodeid,code,name,CS_Courses
1320,21048,Engineering-Workplace Experience 21048,no
1321,21049,Engineering-Other 21049,no
1322,21051,Technological Literacy 21051,no
1323,21052,Technological Processes 21052,no
1324,21053,Emerging Technologies 21053,no
1325,21054,Technology Innovation and Assessment 21054,no
1326,21055,Aerospace Technology 21055,no
1327,21056,Particular Topics in Technology Applications 21056,no
1328,21097,Technology-Independent Study 21097,no
1329,21098,Technology-Workplace Experience 21098,no
1330,21099,Technology-Other 21099,no
1331,21101,Drafting Careers Exploration 21101,no
1332,21102,Drafting-General 21102,no
1333,21103,Drafting-Architectural 21103,no
1334,21104,Drafting-Civil/Structural 21104,no
1335,21105,Drafting-Electrical/Electronic 21105,no
1336,21106,Drafting-Technical/Mechanical 21106,no
1337,21107,CAD Design and Software 21107,no
1338,21108,Blueprint Reading 21108,no
1339,21147,Drafting-Independent Study 21147,no
1340,21148,Drafting-Workplace Experience 21148,no
1341,21149,Drafting-Other 21149,no
1342,21995,Engineering and Technology-Aide 21995,no
1343,21997,Engineering and Technology-Independent Study 21997,no
1344,21998,Engineering and Technology-Workplace Experience 21998,no
1345,21999,Engineering and Technology-Other 21999,no
1346,22001,Standardized Test Preparation 22001,no
1347,22002,State Test Preparation 22002,no
1348,22003,Study Skills 22003,no
1349,22004,Dropout Prevention Program 22004,no
1350,22005,Tutorial 22005,no
1351,22006,Study Hall 22006,no
1352,22051,Office Aide 22051,no
1353,22052,Guidance Aide 22052,no
1354,22053,Library/AVC Aide 22053,no
1355,22054,Tutoring Practicum 22054,no
1356,22101,Leadership 22101,no
1357,22102,School Orientation 22102,no
1358,22103,School Governance 22103,no
1359,22104,Community Service 22104,no
1360,22105,Values Clarification 22105,no
1361,22106,Seminar 22106,no
1362,22151,Career Exploration 22151,no
1363,22152,Employability Skills 22152,no
1364,22153,Diversified Occupations 22153,no
1365,22201,Family and Consumer Science-Comprehensive 22201,no
1366,22202,Food and Nutrition 22202,no
1367,22203,Food Science 22203,no
1368,22204,Child Development/Parenting 22204,no
1369,22205,Clothing/Sewing 22205,no
1370,22206,Life Skills 22206,no
1371,22207,Self Management 22207,no
1372,22208,Family Living 22208,no
1373,22209,Personal Development 22209,no
1374,22210,Consumer Economics/Personal Finance 22210,no
1375,22211,Home Decor 22211,no
1376,22245,Family and Consumer Science-Aide 22245,no
1377,22247,Family and Consumer Science-Independent Study 22247,no
1378,22249,Family and Consumer Science-Other 22249,no
1379,22995,Miscellaneous-Aide 22995,no
1380,22997,Miscellaneous-Independent Study 22997,no
1381,22998,Miscellaneous-Workplace Experience 22998,no
1382,22999,Miscellaneous-Other 22999,no
1383,40000,Middle/Jr High Curriculum 40000,no
1384,80000,Elementary Curriculum 80000,no
1385,23000,AVID - Advanced Via Individual Determination 23000,no
1386,51007,"IB Language A (English), Middle Years Program 51007",no
1387,51008,English as a Second Language 51008,no
1388,51009,Language Arts Laboratory 51009,no
1389,51026,Language Arts (early childhood education) 51026,no
1390,51027,Language Arts (pre-kindergarten) 51027,no
1391,51028,Language Arts (kindergarten) 51028,no
1392,51029,Language Arts (grade 1) 51029,no
1393,51030,Language Arts (grade 2) 51030,no
1394,51031,Language Arts (grade 3) 51031,no
1395,51032,Language Arts (grade 4) 51032,no
1396,51033,Language Arts (grade 5) 51033,no
1397,51034,Language Arts (grade 6) 51034,no
1398,51035,Language Arts (grade 7) 51035,no
1399,51036,Language Arts (grade 8) 51036,no
1400,51037,Language Arts 51037,no
1401,51038,Reading (early childhood education) 51038,no
1402,51039,Reading (pre-kindergarten) 51039,no
1403,51040,Reading (kindergarten) 51040,no
1404,51041,Reading (grade 1) 51041,no
1405,51042,Reading (grade 2) 51042,no
1406,51043,Reading (grade 3) 51043,no
1407,51044,Reading (grade 4) 51044,no
1408,51045,Reading (grade 5) 51045,no
1409,51046,Reading (grade 6) 51046,no
1410,51047,Reading (grade 7) 51047,no
1411,51048,Reading (grade 8) 51048,no
1412,51049,Reading 51049,no
1413,51053,Literature 51053,no
1414,51066,Strategic Reading 51066,no
1415,51067,Assisted Reading 51067,no
1416,51068,Corrective Reading 51068,no
1417,51097,Literature-Independent Study 51097,no
1418,51099,Literature-Other 51099,no
1419,51103,Composition 51103,no
1420,51104,Creative Writing 51104,no
1421,51128,Writing (early childhood education) 51128,no
1422,51129,Writing (pre-kindergarten) 51129,no
1423,51130,Writing (kindergarten) 51130,no
1424,51131,Writing (grade 1) 51131,no
1425,51132,Writing (grade 2) 51132,no
1426,51133,Writing (grade 3) 51133,no
1427,51134,Writing (grade 4) 51134,no
1428,51135,Writing (grade 5) 51135,no
1429,51136,Writing (grade 6) 51136,no
1430,51137,Writing (grade 7) 51137,no
1431,51138,Writing (grade 8) 51138,no
1432,51139,Writing 51139,no
1433,51147,Composition-Independent Study 51147,no
1434,51149,Composition-Other 51149,no
1435,51151,Public Speaking 51151,no
1436,51155,Communications 51155,no
1437,51197,Speech-Independent Study 51197,no
1438,51199,Speech-Other 51199,no
1439,51203,English-Test Preparation 51203,no
1440,51991,Language Arts Laboratory 51991,no
1441,51992,English Proficiency Development 51992,no
1442,51996,English Language and Literature-Supplemental 51996,no
1443,51997,English Language and Literature-Independent Study 51997,no
1444,51999,English Language and Literature-Other 51999,no
1445,52001,Informal Mathematics 52001,no
1446,52002,General Math 52002,no
1447,52003,Particular Topics in Foundational Mathematics 52003,no
1448,52028,Mathematics (early childhood education) 52028,no
1449,52029,Mathematics (pre-kindergarten) 52029,no
1450,52030,Mathematics (kindergarten) 52030,no
1451,52031,Mathematics (grade 1) 52031,no
1452,52032,Mathematics (grade 2) 52032,no
1453,52033,Mathematics (grade 3) 52033,no
1454,52034,Mathematics (grade 4) 52034,no
1455,52035,Mathematics (grade 5) 52035,no
1456,52036,Mathematics (grade 6) 52036,no
1457,52037,Mathematics (grade 7) 52037,no
1458,52038,Mathematics (grade 8) 52038,no
1459,52039,Mathematics 52039,no
1460,52047,Foundation Math-Independent Study 52047,no
1461,52049,Foundation Math-Other 52049,no
1462,52051,Pre-Algebra 52051,no
1463,52052,Algebra I 52052,no
1464,52061,Integrated Math-Multiyear Equivalent 52061,no
1465,52069,Algebra-Other 52069,no
1466,52071,Informal Geometry 52071,no
1467,52072,Geometry 52072,no
1468,52073,Analytic Geometry 52073,no
1469,52074,Principles of Algebra and Geometry 52074,no
1470,52075,Particular Topics in Geometry 52075,no
1471,52079,Geometry-Other 52079,no
1472,52132,"IB Mathematics, Middle Years Program 52132",no
1473,52157,Consumer Math 52157,no
1474,52991,History of Math 52991,no
1475,52993,Mathematics-Test Preparation 52993,no
1476,52994,Mathematics Proficiency Development 52994,no
1477,52996,Mathematics-Supplemental 52996,no
1478,52997,Mathematics-Independent Study 52997,no
1479,52999,Mathematics-Other 52999,no
1480,53008,Earth/Space Science 53008,no
1481,53009,Particular Topics in Earth Science 53009,no
1482,53047,Earth Science-Independent Study 53047,no
1483,53049,Earth Science-Other 53049,no
1484,53051,Biology 53051,no
1485,53063,Particular Topics in Biology 53063,no
1486,53097,Biology-Independent Study 53097,no
1487,53099,Biology-Other 53099,no
1488,53101,Chemistry 53101,no
1489,53108,Particular Topics in Chemistry 53108,no
1490,53147,Chemistry-Independent Study 53147,no
1491,53149,Chemistry-Other 53149,no
1492,53151,Physics 53151,no
1493,53153,Principles of Technology 53153,no
1494,53158,Life Science 53158,no
1495,53159,Physical Science (prior-to-secondary) 53159,no
1496,53162,Particular Topics in Physics 53162,no
1497,53197,Physics-Independent Study 53197,no
1498,53199,Physics-Other 53199,no
1499,53201,Integrated Science 53201,no
1500,53202,Unified Science 53202,no
1501,53203,"IB Sciences, Middle Years Program 53203",no
1502,53228,Science (early childhood education) 53228,no
1503,53229,Science (pre-kindergarten) 53229,no
1504,53230,Science (kindergarten) 53230,no
1505,53231,Science (grade 1) 53231,no
1506,53232,Science (grade 2) 53232,no
1507,53233,Science (grade 3) 53233,no
1508,53234,Science (grade 4) 53234,no
1509,53235,Science (grade 5) 53235,no
1510,53236,Science (grade 6) 53236,no
1511,53237,Science (grade 7) 53237,no
1512,53238,Science (grade 8) 53238,no
1513,53239,Science 53239,no
1514,53994,Life and Physical Sciences-Proficiency Development 53994,no
1515,53996,Life and Physical Sciences-Supplemental 53996,no
1516,53997,Life and Physical Sciences-Independent Study 53997,no
1517,53999,Life and Physical Sciences-Other 53999,no
1518,54001,World Geography 54001,no
1519,54002,Particular Topics in Geography 54002,no
1520,54003,U.S. Geography 54003,no
1521,54047,Geography-Independent Study 54047,no
1522,54051,World History-Overview 54051,no
1523,54061,World Area Studies 54061,no
1524,54062,World People Studies 54062,no
1525,54063,Western Civilization 54063,no
1526,54064,Contemporary World Issues 54064,no
1527,54097,World History-Independent Study 54097,no
1528,54101,U.S. History-Comprehensive 54101,no
1529,54105,State-Specific Studies 54105,no
1530,54106,Contemporary U.S. Issues 54106,no
1531,54107,U.S. Ethnic Studies 54107,no
1532,54147,U.S. History-Independent Study 54147,no
1533,54149,U.S. History-Other 54149,no
1534,54151,U.S. Government-Comprehensive 54151,no
1535,54161,Civics 54161,no
1536,54171,"IB Humanities, Middle Years Program 54171",no
1537,54197,"Government, Politics, and Law-Independent Study 54197",no
1538,54199,"Government, Politics, and Law-Other 54199",no
1539,54428,Social Studies (early childhood education) 54428,no
1540,54429,Social Studies (pre-kindergarten) 54429,no
1541,54430,Social Studies (kindergarten) 54430,no
1542,54431,Social Studies (grade 1) 54431,no
1543,54432,Social Studies (grade 2) 54432,no
1544,54433,Social Studies (grade 3) 54433,no
1545,54434,Social Studies (grade 4) 54434,no
1546,54435,Social Studies (grade 5) 54435,no
1547,54436,Social Studies (grade 6) 54436,no
1548,54437,Social Studies (grade 7) 54437,no
1549,54438,Social Studies (grade 8) 54438,no
1550,54439,Social Studies 54439,no
1551,54996,Social Sciences and History-Supplemental 54996,no
1552,54997,Social Sciences and History-Independent Study 54997,no
1553,54999,Social Sciences and History-Other 54999,no
1554,55001,Dance Technique 55001,no
1555,55002,Dance Repertory 55002,no
1556,55003,Expressive Movement 55003,no
1557,55004,Dance Appreciation 55004,no
1558,55005,Choreography 55005,no
1559,55028,Dance (early childhood education) 55028,no
1560,55029,Dance (pre-kindergarten) 55029,no
1561,55030,Dance (kindergarten) 55030,no
1562,55031,Dance (grade 1) 55031,no
1563,55032,Dance (grade 2) 55032,no
1564,55033,Dance (grade 3) 55033,no
1565,55034,Dance (grade 4) 55034,no
1566,55035,Dance (grade 5) 55035,no
1567,55036,Dance (grade 6) 55036,no
1568,55037,Dance (grade 7) 55037,no
1569,55038,Dance (grade 8) 55038,no
1570,55039,Dance 55039,no
1571,55047,Dance-Independent Study 55047,no
1572,55049,Dance-Other 55049,no
1573,55051,Introduction to the Theater 55051,no
1574,55052,Theatre Arts 55052,no
1575,55053,Drama-Comprehensive 55053,no
1576,55054,Exploration in Drama 55054,no
1577,55068,Drama (early childhood education) 55068,no
1578,55069,Drama (pre-kindergarten) 55069,no
1579,55070,Drama (kindergarten) 55070,no
1580,55071,Drama (grade 1) 55071,no
1581,55072,Drama (grade 2) 55072,no
1582,55073,Drama (grade 3) 55073,no
1583,55074,Drama (grade 4) 55074,no
1584,55075,Drama (grade 5) 55075,no
1585,55076,Drama (grade 6) 55076,no
1586,55077,Drama (grade 7) 55077,no
1587,55078,Drama (grade 8) 55078,no
1588,55079,Drama 55079,no
1589,55097,Drama-Independent Study 55097,no
1590,55099,Drama-Other 55099,no
1591,55101,General Band 55101,no
1592,55102,Concert Band 55102,no
1593,55103,Marching Band 55103,no
1594,55104,Orchestra 55104,no
1595,55105,Contemporary Band 55105,no
1596,55106,Instrumental Ensembles 55106,no
1597,55110,Chorus 55110,no
1598,55111,Vocal Ensembles 55111,no
1599,55116,Music History/Appreciation 55116,no
1600,55118,Music Appreciation 55118,no
1601,55128,Music (early childhood education) 55128,no
1602,55129,Music (pre-kindergarten) 55129,no
1603,55130,Music (kindergarten) 55130,no
1604,55131,Music (grade 1) 55131,no
1605,55132,Music (grade 2) 55132,no
1606,55133,Music (grade 3) 55133,no
1607,55134,Music (grade 4) 55134,no
1608,55135,Music (grade 5) 55135,no
1609,55136,Music (grade 6) 55136,no
1610,55137,Music (grade 7) 55137,no
1611,55138,Music (grade 8) 55138,no
1612,55139,Music 55139,no
1613,55147,Music-Independent Study 55147,no
1614,55149,Music-Other 55149,no
1615,55151,Art Appreciation 55151,no
1616,55152,Art History 55152,no
1617,55154,Creative Art-Comprehensive 55154,no
1618,55155,Creative Art-Drawing/Painting 55155,no
1619,55156,Creative Art-Drawing 55156,no
1620,55157,Creative Art-Painting 55157,no
1621,55158,Creative Art-Sculpture 55158,no
1622,55159,Ceramics/Pottery 55159,no
1623,55165,Crafts 55165,no
1624,55167,Photography 55167,no
1625,55168,Film/Videotape 55168,no
1626,55178,Art (early childhood education) 55178,no
1627,55179,Art (pre-kindergarten) 55179,no
1628,55180,Art (kindergarten) 55180,no
1629,55181,Art (grade 1) 55181,no
1630,55182,Art (grade 2) 55182,no
1631,55183,Art (grade 3) 55183,no
1632,55184,Art (grade 4) 55184,no
1633,55185,Art (grade 5) 55185,no
1634,55186,Art (grade 6) 55186,no
1635,55187,Art (grade 7) 55187,no
1636,55188,Art (grade 8) 55188,no
1637,55189,Art 55189,no
1638,55197,Visual Art-Independent Study 55197,no
1639,55199,Visual Arts-Other 55199,no
1640,55201,Integrated Fine Arts 55201,no
1641,55202,"IB Arts, Middle Years Program 55202",no
1642,55997,Fine and Performing Arts-Independent Study 55997,no
1643,55999,Fine and Performing Arts-Other 55999,no
1644,56028,Foreign Language (early childhood education) 56028,no
1645,56029,Foreign Language (pre-kindergarten) 56029,no
1646,56030,Foreign Language (kindergarten) 56030,no
1647,56031,Foreign Language (grade 1) 56031,no
1648,56032,Foreign Language (grade 2) 56032,no
1649,56033,Foreign Language (grade 3) 56033,no
1650,56034,Foreign Language (grade 4) 56034,no
1651,56035,Foreign Language (grade 5) 56035,no
1652,56036,Foreign Language (grade 6) 56036,no
1653,56037,Foreign Language (grade 7) 56037,no
1654,56038,Foreign Language (grade 8) 56038,no
1655,56039,Foreign Language 56039,no
1656,56100,Spanish 56100,no
1657,56101,"IB Language B (Spanish), Middle Years Program 56101",no
1658,56120,French 56120,no
1659,56121,"IB Language B (French), Middle Years Program 56121",no
1660,56140,Italian 56140,no
1661,56141,"IB Language B (Italian), Middle Years Program 56141",no
1662,56160,Portuguese 56160,no
1663,56161,"IB Language B (Portuguese), Middle Years Program 56161",no
1664,56200,German 56200,no
1665,56201,"IB Language B (German), Middle Years Program 56201",no
1666,56280,Greek 56280,no
1667,56281,"IB Language B (Greek), Middle Years Program 56281",no
1668,56300,Latin 56300,no
1669,56320,Classical Greek 56320,no
1670,56400,Chinese 56400,no
1671,56401,"IB Language B (Chinese), Middle Years Program 56401",no
1672,56420,Japanese 56420,no
1673,56421,"IB Language B (Japanese), Middle Years Program 56421",no
1674,56440,Korean 56440,no
1675,56441,"IB Language B (Korean), Middle Years Program 56441",no
1676,56500,Vietnamese 56500,no
1677,56501,"IB Language B (Vietnamese), Middle Years Program 56501",no
1678,56520,Filipino 56520,no
1679,56521,"IB Language B (Filipino), Middle Years Program 56521",no
1680,56600,Russian 56600,no
1681,56601,"IB Language B (Russian), Middle Years Program 56601",no
1682,56700,Hebrew 56700,no
1683,56701,"IB Language B (Hebrew), Middle Years Program 56701",no
1684,56720,Arabic 56720,no
1685,56721,"IB Language B (Arabic), Middle Years Program 56721",no
1686,56760,Swahili 56760,no
1687,56761,"IB Language B (Swahili), Middle Years Program 56761",no
1688,56800,American Sign Language 56800,no
1689,56801,"IB Language B (American Sign Language), Middle Years Program 56801",no
1690,56820,American Indian Language 56820,no
1691,56821,"IB Language B (American Indian Language), Middle Years Program 56821",no
1692,56997,Foreign Language and Literature-Independent Study 56997,no
1693,56999,Foreign Language and Literature-Other 56999,no
1694,57001,Religious Foundations 57001,no
1695,57005,Scriptures 57005,no
1696,57006,Old Testament 57006,no
1697,57007,New Testament 57007,no
1698,57008,Bible History 57008,no
1699,57015,Faith and Lifestyle 57015,no
1700,57997,Religious Education and Theology-Independent Study 57997,no
1701,57999,Religious Education and Theology-Other 57999,no
1702,58001,Physical Education 58001,no
1703,58002,Team Sports 58002,no
1704,58003,Individual/Dual Sports 58003,no
1705,58004,Recreation Sports 58004,no
1706,58005,Fitness/Conditioning Activities 58005,no
1707,58007,Adapted Physical Education 58007,no
1708,58008,Gymnastics 58008,no
1709,58010,Aquatics/Water Sports 58010,no
1710,58013,Specific Sports Activities 58013,no
1711,58014,Physical Education Equivalent 58014,no
1712,58015,Off-Campus Sports 58015,no
1713,58016,Lifetime Fitness Education 58016,no
1714,58028,Physical Education (early childhood education) 58028,no
1715,58029,Physical Education (pre-kindergarten) 58029,no
1716,58030,Physical Education (kindergarten) 58030,no
1717,58031,Physical Education (grade 1) 58031,no
1718,58032,Physical Education (grade 2) 58032,no
1719,58033,Physical Education (grade 3) 58033,no
1720,58034,Physical Education (grade 4) 58034,no
1721,58035,Physical Education (grade 5) 58035,no
1722,58036,Physical Education (grade 6) 58036,no
1723,58037,Physical Education (grade 7) 58037,no
1724,58038,Physical Education (grade 8) 58038,no
1725,58039,Physical Education 58039,no
1726,58040,"IB Physical Education, Middle Years Program 58040",no
1727,58047,Physical Education-Independent Study 58047,no
1728,58049,Physical Education-Other 58049,no
1729,58051,Health Education 58051,no
1730,58052,Health and Fitness 58052,no
1731,58057,Health and Life Management 58057,no
1732,58058,Substance Abuse Prevention 58058,no
1733,58097,Health Education-Independent Study 58097,no
1734,58997,"Physical, Health, and Safety Education-Independent Study 58997",no
1735,58999,"Physical, Health, and Safety Education-Other 58999",no
1736,60001,Introduction to Computers 60001,no
1737,60002,Computing Systems 60002,no
1738,60003,Computer and Information Technology 60003,no
1739,60004,Computer Applications 60004,no
1740,60008,Particular Topics in Computer Literacy 60008,no
1741,60010,Computer Literacy 60010,no
1742,60049,Computer Literacy-Other 60049,no
1743,60201,Web Page Design 60201,no
1744,60202,Computer Graphics 60202,no
1745,60203,Interactive Media 60203,no
1746,60247,Media Technology-Independent Study 60247,no
1747,60997,Computer and Information Sciences-Independent Study 60997,no
1748,60999,Computer and Information Sciences-Other 60999,no
1749,61001,Introduction to Communication 61001,no
1750,61002,Communication Technology 61002,no
1751,61003,Particular Topics in Communication 61003,no
1752,61047,Communication-Independent Study 61047,no
1753,61049,Communication-Other 61049,no
1754,61051,Audio/Visual Production 61051,no
1755,61052,Commercial Photography 61052,no
1756,61053,Photographic Laboratory and Darkroom 61053,no
1757,61054,Photo Imaging 61054,no
1758,61055,Video 61055,no
1759,61056,Particular Topics in Audio/Video Technology and Film 61056,no
1760,61099,Audio/Video Technology and Film-Other 61099,no
1761,61101,Journalism 61101,no
1762,61102,Photojournalism 61102,no
1763,61103,Broadcasting Technology 61103,no
1764,61104,Publication Production 61104,no
1765,61105,Particular Topics in Journalism and Broadcasting 61105,no
1766,61147,Journalism and Broadcasting-Independent Study 61147,no
1767,61149,Journalism and Broadcasting-Other 61149,no
1768,61151,Digital Media Technology 61151,no
1769,61152,Desktop Publishing 61152,no
1770,61159,Particular Topics in Printing Technology and Production 61159,no
1771,61197,Printing Technology-Independent Study 61197,no
1772,61199,Printing Technology-Other 61199,no
1773,61997,Communication and Audio/Video Technology-Independent Study 61997,no
1774,61999,Communication and Audio/Video Technology-Other 61999,no
1775,62001,Business/Office Career Exploration 62001,no
1776,62005,Keyboarding 62005,no
1777,62006,Word Processing 62006,no
1778,62008,Particular Topics in Administration 62008,no
1779,62047,Administration-Independent Study 62047,no
1780,62051,Introductory Business 62051,no
1781,62097,Management-Independent Study 62097,no
1782,62101,Banking and Finance 62101,no
1783,62147,Finance-Independent Study 62147,no
1784,62151,Marketing Career Exploration 62151,no
1785,62152,Marketing-Comprehensive 62152,no
1786,62197,Marketing-Independent Study 62197,no
1787,62997,Business and Marketing-Independent Study 62997,no
1788,62999,Business and Marketing-Other 62999,no
1789,63001,Exploration of Manufacturing Occupations 63001,no
1790,63003,Industrial Arts 63003,no
1791,63052,Material and Processes 63052,no
1792,63997,Manufacturing-Independent Study 63997,no
1793,63999,Manufacturing-Other 63999,no
1794,64001,Exploration of Health Care Occupations 64001,no
1795,64002,Health Care Occupations-Comprehensive 64002,no
1796,64997,Health Care Sciences-Independent Study 64997,no
1797,64999,Health Care Sciences-Other 64999,no
1798,65001,Exploration of Public Service Careers 65001,no
1799,65997,"Public, Protective, and Government Service-Independent Study 65997",no
1800,65999,"Public, Protective, and Government Services-Other 65999",no
1801,66001,Exploration of Hospitality Careers 66001,no
1802,66997,Hospitality and Tourism-Independent Study 66997,no
1803,66999,Hospitality and Tourism-Other 66999,no
1804,67001,Construction Careers Exploration 67001,no
1805,67002,Construction-Comprehensive 67002,no
1806,67997,Architecture and Construction-Independent Study 67997,no
1807,67999,Architecture and Construction-Other 67999,no
1808,68001,Introduction to Agriculture and Natural Resources 68001,no
1809,68002,Agriculture-Comprehensive 68002,no
1810,68003,Agriculture and Natural Resources-Comprehensive 68003,no
1811,68997,"Agriculture, Food, and Natural Resources-Independent Study 68997",no
1812,68999,"Agriculture, Food, and Natural Resources-Other 68999",no
1813,69001,Human Services Career Exploration 69001,no
1814,69997,Human Services-Independent Study 69997,no
1815,69999,Human Services-Other 69999,no
1816,70001,"Exploration of Transportation, Distribution, and Logistics 70001",no
1817,70997,"Transportation, Distribution, and Logistics-Independent Study 70997",no
1818,70999,"Transportation, Distribution, and Logistics-Other 70999",no
1819,71001,Pre-Engineering Technology 71001,no
1820,71002,Engineering Applications 71002,no
1821,71003,Engineering Technology 71003,no
1822,71004,Principles of Engineering 71004,no
1823,71005,Engineering-Comprehensive 71005,no
1824,71006,Engineering Design 71006,no
1825,71009,Robotics 71009,no
1826,71047,Engineering-Independent Study 71047,no
1827,71049,Engineering-Other 71049,no
1828,71051,Technological Literacy 71051,no
1829,71052,"IB Technology, Middle Years Program 71052",no
1830,71097,Technology-Independent Study 71097,no
1831,71102,Drafting-General 71102,no
1832,71147,Drafting-Independent Study 71147,no
1833,71997,Engineering and Technology-Independent Study 71997,no
1834,71999,Engineering and Technology-Other 71999,no
1835,72001,Standardized Test Preparation 72001,no
1836,72002,State Test Preparation 72002,no
1837,72003,Study Skills 72003,no
1838,72004,Dropout Prevention Program 72004,no
1839,72005,Tutorial 72005,no
1840,72006,Study Hall 72006,no
1841,72007,Advancement Via Individual Determination (AVID) 72007,no
1842,72101,Leadership 72101,no
1843,72102,School Orientation 72102,no
1844,72103,School Governance 72103,no
1845,72104,Community Service 72104,no
1846,72105,Values Clarification 72105,no
1847,72106,Seminar 72106,no
1848,72151,Career Exploration 72151,no
1849,72152,Employability Skills 72152,no
1850,72201,Family and Consumer Science-Comprehensive 72201,no
1851,72202,Food and Nutrition 72202,no
1852,72203,Food Science 72203,no
1853,72205,Clothing/Sewing 72205,no
1854,72206,Life Skills 72206,no
1855,72207,Self-Management 72207,no
1856,72208,Family Living 72208,no
1857,72209,Personal Development 72209,no
1858,72210,Consumer Economics/Personal Finance 72210,no
1859,72249,Family and Consumer Science-Other 72249,no
1860,72250,Exploratory 72250,no
1861,72260,"IB Personal Project, Middle Years Program 72260",no
1862,72995,Miscellaneous-Aide 72995,no
1863,72999,Miscellaneous-Other 72999,no
1864,73028,Early Childhood Education 73028,no
1865,73029,Pre-kindergarten 73029,no
1866,73030,Kindergarten 73030,no
1867,73031,Grade 1 73031,no
1868,73032,Grade 2 73032,no
1869,73033,Grade 3 73033,no
1870,73034,Grade 4 73034,no
1871,73035,Grade 5 73035,no
1872,73036,Grade 6 73036,no
1873,73037,Grade 7 73037,no
1874,73038,Grade 8 73038,no
1875,73039,Prior-to-Secondary Education 73039,no
1876,73041,IB Primary Years Program 73041,no
1877,2099,Bridge to College Mathematics 02099,no
1878,1069,Bridge to College Language Arts 01069,no
1879,3165,AP Physics 1 03165,no
1880,3166,AP Physics 2 03166,no
1881,01008N,English as a Second Language,no
1882,01009N,Language Arts Laboratory,no
1884,01010N,"IB Language A (English), Middle Years Program",no
1885,01011N,IB Language A: Language and Literature-English,no
1886,01012N,IB Literature and Performance,no
1887,01026N,Language Arts (early childhood education),no
1888,01027N,Language Arts (pre-kindergarten),no
1889,01028N,Language Arts (kindergarten),no
1890,01029N,Language Arts (grade 1),no
1891,01030N,Language Arts (grade 2),no
1892,01031N,Language Arts (grade 3),no
1893,01032N,Language Arts (grade 4),no
1894,01033N,Language Arts (grade 5),no
1895,01034N,Language Arts (grade 6),no
1896,01035N,Language Arts (grade 7),no
1897,01036N,Language Arts (grade 8),no
1898,01037N,Language Arts-General,no
1899,01038N,Reading (early childhood education),no
1900,01039N,Reading (pre-kindergarten),no
1901,01040N,Reading (kindergarten),no
1902,01041N,Reading (grade 1),no
1903,01042N,Reading (grade 2),no
1904,01043N,Reading (grade 3),no
1905,01044N,Reading (grade 4),no
1906,01045N,Reading (grade 5),no
1907,01046N,Reading (grade 6),no
1908,01047N,Reading (grade 7),no
1909,01048N,Reading (grade 8),no
1910,01049N,Reading-General,no
1911,01053N,Literature,no
1912,01066N,Strategic Reading,no
1913,01067N,Assisted Reading,no
1914,01068N,Corrective Reading,no
1915,01097N,Literature-Independent Study,no
1916,01099N,Literature-Other,no
1917,01103N,Composition,no
1918,01104N,Creative Writing,no
1919,01128N,Writing (early childhood education),no
1920,01129N,Writing (pre-kindergarten),no
1921,01130N,Writing (kindergarten),no
1922,01131N,Writing (grade 1),no
1923,01132N,Writing (grade 2),no
1924,01133N,Writing (grade 3),no
1925,01134N,Writing (grade 4),no
1926,01135N,Writing (grade 5),no
1927,01136N,Writing (grade 6),no
1928,01137N,Writing (grade 7),no
1929,01138N,Writing (grade 8),no
1930,01139N,Writing-General,no
1931,01147N,Composition-Independent Study,no
1932,01149N,Composition-Other,no
1933,01151N,Public Speaking,no
1934,01155N,Communications,no
1935,01197N,Speech-Independent Study,no
1936,01199N,Speech-Other,no
1937,01203N,English-Test Preparation,no
1938,01992N,English Proficiency Development,no
1939,01996N,English Language and Literature-Supplemental,no
1940,01997N,English Language and Literature-Independent Study,no
1941,01999N,English Language and Literature-Other,no
1942,02001N,Informal Mathematics,no
1943,02002N,General Math,no
1944,02003N,Particular Topics in Foundation Math,no
1945,02028N,Mathematics (early childhood education),no
1946,02029N,Mathematics (pre-kindergarten),no
1947,02030N,Mathematics (kindergarten),no
1948,02031N,Mathematics (grade 1),no
1949,02032N,Mathematics (grade 2),no
1950,02033N,Mathematics (grade 3),no
1951,02034N,Mathematics (grade 4),no
1952,02035N,Mathematics (grade 5),no
1953,02036N,Mathematics (grade 6),no
1954,02037N,Mathematics (grade 7),no
1955,02038N,Mathematics (grade 8),no
1956,02039N,Mathematics-General,no
1957,02047N,Foundation Math-Independent Study,no
1958,02049N,Foundation Math-Other,no
1959,02051N,Pre-Algebra,no
1960,02052N,Algebra I,no
1961,02061N,Integrated Math-multi-year equivalent,no
1962,02069N,Algebra-Other,no
1963,02071N,Informal Geometry,no
1964,02072N,Geometry,no
1965,02073N,Analytic Geometry,no
1966,02074N,Principles of Algebra and Geometry,no
1967,02075N,Particular Topics in Geometry,no
1968,02079N,Geometry-Other,no
1969,02135N,"IB Mathematics, Middle Years Program",no
1970,02157N,Consumer Math,no
1971,02991N,History of Math,no
1972,02993N,Mathematics-Test Preparation,no
1973,02994N,Mathematics Proficiency Development,no
1974,02996N,Mathematics-Supplemental,no
1975,02997N,Mathematics-Independent Study,no
1976,02999N,Mathematics-Other,no
1977,03009N,Particular Topics in Earth Science,no
1978,03010N,Earth/Space Science (prior-to-secondary),no
1979,03011N,Physical Science (prior-to-secondary),no
1980,03012N,Energy and the Environment,no
1981,03047N,Earth Science-Independent Study,no
1982,03049N,Earth Science-Other,no
